"","time","post","share","like","love","haha","sad","wow","angry"
"11","2018-06-07T12:53:00+0000","讓「台灣之夜」再次站上紐約中央公園！

今年Mia嚴敏即將第三度在紐約中央公園「夏日舞台」（Summer Stage）舉辦「台灣之夜（Taiwanese Waves）」活動，讓全世界看見台灣！聽見台灣！這次，她特別透過群眾募資平台，盼集合眾人之力，讓台灣音樂人的才華在世界舞台上發光發熱。

【2018紐約中央公園夏日音樂祭－Taiwanese Waves】募資計劃：https://flyv.tw/kPQmN

我和Mia都相信，讓對的事情堅持下去！將來，台北市也將能舉辦世界級的音樂活動，讓全世界喜愛音樂的人來到台北，愛上台北！",49,868,16,0,0,0,1
"12","2018-06-07T10:54:19+0000","1996年台灣首次總統直選，文智擔任彭明敏教授的新聞秘書，建立起長達二十幾年的亦師亦友的情誼。當時，大家為了民主理想而參與選戰的那種使命感，至今想起仍覺得感動。

謝謝彭教授的推薦，文智必當全力以赴，讓台北和其他國家首都，在國際上有尊嚴地立足往來，成為一流的城市。

#姚文智翻台北",135,1464,37,8,1,2,2
"13","2018-06-07T00:25:41+0000","NBA賽前E起黑白講<U+22EF><U+22EF>",10,506,3,15,0,1,1
"14","2018-06-06T12:39:09+0000","明日NBA 總冠軍戰 G3開打前，我將挑戰名主播陳雄威、美女主播徐莉婷有關NBA的小常識，還有分享我最喜歡的NBA球員是誰？
上午8點25分，請鎖定 ELEVEN 體育一台「NBA賽前E起黑白講」！

6/7 (四) 8:25 「NBA賽前E起黑白講」，電視頻道請鎖定CH75、CH84、CH103台(正確頻道請向系統商查詢)，或鎖定姚文智翻台北同步直播！",18,379,4,20,0,0,1
"15","2018-06-04T11:46:43+0000","今日適逢六四天安門事件29周年，1989年中國共產黨派解放軍鎮壓學生，造成嚴重的傷亡。

在這個日子裡，小英總統特別以簡體字對中國提出呼籲，希望與中國共享民主與自由的普世價值。

但很諷刺的是，近三十年前的六四，竟仍影響、牽動著台北的選舉！

其一、丁丁果然「守中」，沒跟上國民黨前仆後繼的進京團，竟特意趕在六四前夕，宣布未來要在北京設置「駐京辦」，絲毫不顧把台北矮化為中國地方省市的質疑；

其二、已澄清確認過「#兩岸ㄧ家親」的現任市長，在民運人士吾爾開希盼望贈與劉曉波之銅像時，當然「不予理會」。其實，劉曉波主張民主，中國不悅，劉亦主張中華聯邦，亦為台派不喜，但台灣的價值正在於言論的自由，現任市長在六四時刻卻選擇噤聲；

至於我呢？只好在忙碌的片刻，唏噓六四之餘，寫下台北的荒謬筆記。

六四變成照妖鏡，在中國壓力下的2018年選舉，應該有更多雪亮的選民，看清了深沉而關鍵的所在。

#六四
#姚文智翻台北",27,1941,31,50,1,7,9
"16","2018-06-03T02:57:53+0000","TAIWAN TAIPEI潮T店自5月19日試營運至今已滿兩週，謝謝各位的關照與捧場，因店內人手不足，顧及店長辛勞，潮T店本週公休日改為週日、一，造成您的不便，請見諒！！

#今天要來的客人金拍謝
#週二再來
#店長感謝您",28,422,6,5,0,0,3
"17","2018-06-02T12:45:07+0000","帶頭向前　實踐「台北地殼改造運動」

下午在立院好同仁施義芳粉絲團委員邀請下，向來自全國的專業土木技師致上敬意，也希望將來能與更多的「專業者」共同改造國家首都。

去年，在我擔任召委期間，主導立院通過「#都市危險及老舊建築物加速重建條例」，今年，#國家住宅及都市更新中心 法案也通過，預計於8月成立，法制逐漸齊備。我告訴大家，現在欠缺的是：一個真正願意帶頭向前衝，槍林彈雨在所不惜，進行大規模都市改造的市長！

台北這座城市歷經漫長波折，至今，仍有57萬戶老舊房屋等待都更，除了防災刻不容緩，美學亟待實現，更上看17兆元的產值，真的是到了該好好盤點、大掃除，脫胎換骨成為真正國際級城市的時刻了。

未來，若由我擔任市長，我將成立住宅及都更局，並引進10倍人力，10倍資源，大刀闊斧一區一區劃定公辦都更區域，由政府處理好前端規劃，專業者在後方跟進，成為下個10年進行「台北地殼改造運動」的發動機。

過去以來，爭取提名的過程漫長曲折，好在柳暗花明又一村。未來半年，我將持續推廣「地殼改造」的理念，形成社會共識，掀起運動風潮，真正翻轉台北！

#大刀闊斧讓台北都市再生
#姚文智翻台北",130,2992,31,37,0,4,14
"18","2018-06-01T10:38:09+0000","「#青年租屋券」鼓勵年輕人在台北成家築夢！

藝人林依晨深知存錢買房的痛苦而拒絕代言房地產，一般人購屋負擔恐怕更重。在台北居住生活確實不易，能否有個更直接協助年輕朋友的政策，去實現居住正義呢？

「青年租屋券」：「設籍在北市的單身者，每人一生兩次，每次可領取一年，每個月三千元；年輕的夫妻每月補貼五千元，最長兩年時間；每年有一萬個名額。」(針對個人、有部分的排富)

這是延伸中央的政策，也編列了補助，可為初入社會的青年省下7萬2千元的租屋支出；新婚夫妻可存下12萬的創業或育兒基金。爾後再銜接「#第二胎國家養」，這樣才能建構完善的居住正義、扶助青年安家樂業與解決少子化問題。

#這不是單身津貼
#希望大家都脫單

看更多<f0><U+009F><U+0091><U+0089>https://goo.gl/7UPXsH",151,2188,32,95,4,11,131
"19","2018-05-31T09:00:00+0000","啟動聯合競選，再創北市選舉全壘打<f0><U+009F><U+008E><U+0086>

六月開始啟動台北市長與議員選舉的聯合競選活動，我們將與基層共同凝聚最堅實的力量，民進黨大團結，取得年底選舉的勝利，再創台北市議員全壘打及市長民進黨執政佳績！",120,2005,38,47,5,2,15
"20","2018-05-29T10:05:00+0000","台北未來可設「客家主題捷運站」、「原住民主題捷運站」
趁在立院質詢客委會，我提出未來成立「客家主題捷運站」，讓交通節點結合文化，增加一個接近大眾的「半沉浸環境」；對都市發展來說，它就是「會思考」的TOD導向發展！
「原住民主題捷運站」也是一樣的道理，一樣可以推動！
客委會李永得主委聽了我這番建議興奮不已！下了質詢台，我們還在走廊聊起這件事如何規劃、執行，兩人互相鼓勵，盼有朝一日，落實想法。
台灣是多元族群融合的社會，保障弱勢、多元文化，政府任重道遠，發揮創意，整合資源才能發揮最大效果。
#靈光一閃的即席質詢
#主委聽了一直拍肩說好創意",99,815,16,9,1,1,24
"21","2018-05-28T13:12:07+0000","感謝來自各方的支持，也謝謝今天選對會做出激勵人心的結果，我會全力以赴、勇敢承擔，共同迎接台北綠衫軍的勝利！

#原來只繫上綠領帶為塞爾提克隊集氣是不夠的
#忙到錯過比賽時間
#姚文智翻台北",155,4264,102,130,3,4,15
"22","2018-05-27T12:44:19+0000","用年輕人的創意和設計翻轉台北

今年新一代設計展主題是「翻轉」，從一個小小的單位體開始，擴大並影響他人及一個社會。台北需要翻轉，不是只有市長換人，而是要在各個領域和思維態度做翻轉。

參加新一代設計展的同學們創意十足，今天看到的「寶島冰傳」，把全台物產變成特色冰；「舊市生活」呈現台北傳統市場文化的遞變；「橋下組合機能空間」運用組合式設計創造橋樑下空間使用，「新一代」很多的想法可以翻轉我們舊的思維，當然也可以做為城市風貌改變的參考。

未來都市改造的美學，應借重年輕人的新創意，我們設計學院培養出來的學生，在這幾年累積了非常多的創作，投入了很多的心血，大家應該多來關切，並提供更好更多的機會，共同「翻轉」讓城市更美好。

#新一代設計展
#姚文智翻台北",68,2325,30,21,1,4,18
"23","2018-05-27T07:30:17+0000","如果下午沒看到「民進黨台北市長候選人電視政見發表會」，精華版在此，邀請您再看一次姚文智的結論！",21,912,30,15,0,1,4
"24","2018-05-27T07:13:44+0000","姚文智表示，民主進步黨根植於台灣價值所推出的候選人，未來一定是最強的候選人，一定可以獲得大家的支持。

http://yaotrendingtaipei.com/news_con.php?id=76",36,802,34,12,1,0,5
"25","2018-05-26T10:08:45+0000","痛心陳茂通宅遭拆　盼別成為明治橋第二

震驚！惋惜！傍晚得知，見證日治時代 #大稻埕 與台北經濟興衰的 #三橋町紅葉園陳茂通宅，在毫無預警下，已遭拆除的命運。

對於北市府未能妥善、智慧地處理這座極具文化價值，台灣少見巴洛克風台日混合式洋樓，我深感無奈。

柯市長標榜「改變台北，從文化開始」，又說「城市的進步，不是犧牲歷史遺跡而來，而是找出新與舊可以並存的方法」，口號言猶在耳。但，陳茂通宅異地保存方案尚未釐清，就這樣讓它一塊一塊被切割移除，誰不痛心？

#明治橋 被大卸435塊，至今15年，歷史建築的屍塊，仍堆疊在劍潭再春游泳池原址，柯市長還說「我要是獨裁者希特勒，我就咚咚咚把它敲走」、「清一清，當做沒事處理掉」。如今，台北又多了一處被大卸八塊的文化資產，只能寄望，別又是明治橋的命運….

#我能真正找出新舊並存的方法
#姚文智翻台北",167,1015,24,10,1,0,11
"26","2018-05-26T09:56:08+0000","<f0><U+009F><U+0093><U+00A3>民進黨台北市長候選人電視政見發表會

用政策做直球對決是我長期來的主張，明天(5/26)下午2點，我將參加由壹電視主辦的「民進黨台北市長政見發表會」！

邀請各位好友鎖定49台壹電視新聞台，來聽看看姚文智對台北的願景！",35,1198,21,5,0,1,3
"27","2018-05-26T06:23:17+0000","阿文~不用再考慮，選「搖蚊」就對了！

辦公室同仁傳來PTT深夜熱門文章，鄉民們在討論真的有綠色的蚊子，而且還叫做「搖蚊」，剛好不思議地跟我的名字諧音。

看大家的推文反應覺得很有趣，有的說是內建台灣價值的蚊子，也有人說是蚊子界的綠巨人浩克，難得有關於我的貼文「推」比「噓」還多。

民進黨選對會應該要將此列入評估指標，推出「蚊多勢眾」的姚文智XD

#姚文智翻台北
#搖蚊不咬人
#週六政見發表會",13,302,4,5,0,1,0
"28","2018-05-25T13:59:44+0000","讓「台灣之夜」音樂祭再次站上紐約中央公園！

還記得紐約中央公園「台灣之夜（Taiwanese Waves）」催生者嚴敏Mia嗎？今年Mia即將第三度在中央公園「夏日舞台」（Summer Stage）舉辦「台灣之夜」活動，盼再次讓紐約的夏天，變得很台灣。這次，她特別透過群眾募資平台，盼集合眾人之力，讓台灣音樂人的才華被世界看到。

【2018紐約中央公園夏日音樂祭－Taiwanese Waves】募資計劃：https://flyv.tw/kPQmN

還記得Mia第一年申請「台灣之夜」時，找上我協助籌措費用，這幾年下來活動也辦得有聲有色，建立口碑。今年蛋堡 Soft Lipa、生祥樂隊、大象體操 Elephant Gym 將赴紐約中央公園表演，請大家一起協助Mia，讓對的事情堅持下去！讓世界感受台灣的音樂能量！

#姚文智翻台北 #紐約中央公園台灣之夜 #讓世界看見台灣",96,1516,8,11,109,55,219
"29","2018-05-25T11:16:55+0000","「鄭文燦模式？」其實選舉本就千變萬化，至少還有1998年謝長廷險勝高雄、2004年阿扁力抗連宋合、2014年新竹的林智堅…等，都是「化不可能為可能」，時勢、方式不一樣，但最後都是勝選模式！

<f0><U+009F><U+0091><U+0089>選對會成員：若姚文智出線 鄭文燦模式拼北市
<f0><U+009F><U+0091><U+0089>https://goo.gl/rQHrNt",27,425,5,4,0,0,1
"30","2018-05-25T10:32:33+0000","蔡英文 Tsai Ing-wen 總統執政滿兩周年。一早出席小英之友會捐血活動，我思考著，總統所領導的台灣，與未來我們要努力打拼的台北，是一樣的。

別看小英總統有時讓人感覺比較文青、不那麼激動、不那麼熱血，但事實上，這兩年來，小英領導的團隊，對夢想的實現，一本初衷，不退卻、不打折，堅持改革的熱情與韌性，其實很不簡單。

兩年來，小英並沒有因為民調的起伏或社會上不同的聲音，就因此退卻收手，這是她兩年來最可貴的。

台北亦當如是。我參與政治數十年，服膺的是一股「浪漫主義的理想」，台北真正作為國家首都的夢想與願景，更是我幾年來，一直召喚、維繫著我的動力，也是我參與2018選舉最重要的基礎。

520，請大家持續給小英加油，也盼民進黨的大家庭，能在中央與地方持續共同奮鬥努力。

#姚文智翻台北 #總會長說捐2袋血就提名 #結果腰痛吃藥被退貨！",19,453,10,6,0,1,0
"31","2018-05-25T04:20:28+0000","「TAIWAN TAIPEI」潮T店試營運囉~

詢問度超高的”TAIWAN TAIPEI” T-Shirt開設了實體店面，在今天開始進行試營運，我也來實習當一日店長。未來潮T店將成為我們的特色競選據點，以及招募青年生力軍的地方，歡迎更多朋友加入翻轉台北的行列。

除了「422大遊行」爆紅的基本款螢光綠外，因應潮T店開設，也推出特色款的迷彩綠、芥末綠、青蘋果綠、草地綠、墨綠、象牙白，共七色。今日還沒正式開店前，就有民眾前來「包色」，未來不排除再推出更多限定色系，秀出繽紛多元的台灣價值。

「TAIWAN TAIPEI」潮T店
地址：台北市信義區松德路171-5號(捷運象山站3號出口)
營業時間：上午11:00~晚上20:00(今日營業至17:00)
目前尚未開放網路購買，敬請見諒。

加入《姚文智翻台北》官方LINE
<f0><U+009F><U+0091><U+0089>帳號搜尋：@yao2018
<f0><U+009F><U+0091><U+0089>動手點網址 https://line.me/R/ti/p/%40mnr8768c",8,546,5,3,0,0,0
"32","2018-05-24T00:15:03+0000","斯文里都更應予肯定 但我可以更快更有效率

斯文里三期整宅公辦都更案，如今動工，雖然距離老社區改頭換面，還有「遙遠的距離」，但還是應對北市府的團隊給予肯定。

特別是林欽榮副市長與林洲民局長！

我必需說，在柯市長初上任，我們對他仍有很高期待之時，我即不斷向雙林兩位老友拜託游說，希望掌握歷史契機，展開大規模、大街廓的公辦都更（過去常是公有地都更），最少最少也應完成蘭州整宅、南機場....等處。

當時，我們都認為，台北的都更速度與幅度應該要大幅加速，林洲民的雄心壯志，「一定要讓台北變美！」。我記得，當時討論2050未來台北，準備擴充人力，調整機制，「柯市長是素人，大家幫他向前衝！」

結果呢？逐漸地，我聽到松菸倉庫作為都更中心的計劃受阻、內部橫向齟齬不斷，更多的市長室傳出的政治操作、放話阻撓專業，很多計劃就慢慢縮小、停滯！兩位好友欲言又止，之後漸漸，基於政治倫理，我們也幾乎斷了聯絡。

真的很可惜，台北市的老城區改造，原本市府專業者的看法並無二致，只要市長展現魄力與整合能力，建立機制，包容創意，公私協力，讓民間共同投入，速度就會大幅加快。但柯市府執政近四年，種種因素，公辦都更較有進度僅此一案，其他都慢下來了。

同理，我常舉的西區翻轉，也不僅只是把北門旁的引道拆除及周邊園道（僅完成1%），而是思考整體公共建設的投資與民間結合，並導入商業動能，才能脫胎換骨。 

我不知道柯市長今天哽咽什麼？只知台北市仍有57萬戶需要進行都更，每年都更的戶數仍徘迴在1000～2000戶，這三年速度更慢了，城市變美的目標更加虛渺無期了。

未來如何領導專業團隊，整合戰鬥隊形，架構推動一個近乎「地殼改造」的都市運動，以10倍速度進行改造，正是我參選的宣言（請參去年12/17演講），也是我未來的期許！

#斯文里都更案
#姚文智翻台北
#姚文智",11,374,4,4,0,0,1
"33","2018-05-23T13:33:29+0000","爭取先發，一起 #贏回首都！

今天黨決議自提北市長人選，消息傳來，我的心情如同準備登板的先發投手，深感責任重大。這是有史以來民進黨在全面執政和國會多數的情形下，第一次有機會在首都提名自己的同志參選。

未來，在整體隊形佈局中，我會努力爭取先發的位置，扛起對台北市的責任，持續用政策願景，來場直球對決！也感謝為台北市長提名費神勞力的選對會，以及立院同仁、市議會同志和黨籍里長等各方的支持。

從牛棚走上投手丘，或許不用一分鐘，但這一路走來的漫長孤寂，我的意志、韌性、尤其是改造首都的熱情與夢想，相信大家都看到了。我會持續努力，待正式上場後，代表民進黨取得首都的勝利。

我相信，只要把對台灣價值的信念、改革的意志和首都的願景，清楚地表達並團結一致，民進黨絕對會在三強鼎立下取得完全勝利！

#爭取先發
#姚文智翻台北",29,2466,40,34,1,2,7
"34","2018-05-23T10:49:11+0000","泰莎喬爾（Tessa Jowell） 於昨天（5/13）深夜因腦癌逝世。前英國首相布萊爾、現任首相梅伊、國會議員們紛紛前往哀悼。

大家可能不認識她，但喬爾曾任英國文化體育部長，成功打造2012倫敦奧運的最大功臣。2016年我曾在倫敦政經學院，聽過她深入完整的一堂奧運課，2年後驚聞噩耗，深覺傷感。

2012年的奧運對英國人來說，不僅僅是各項運動賽事的紀錄刷新，更是成功翻新倫敦都市的典範，而幕後的推手之一就是喬爾。

倫敦奧運很多創舉，多種拆卸式的場館、波浪控制的無邊界泳池、幾何形狀酷炫的自由車館等，都是為了幫助選手締造佳績，喬爾說，而選手們的精彩賽事不僅打破國內的收視紀錄，也外溢到國外媒體的轉播效益、轉虧為盈。

我記得喬爾那時侃侃而談：當時為了解決交通問題，市府鼓勵各大公司讓員工在家工作，在五百萬的上班族中，超過三成的員工彈性上班，一致獲得好評。而當時為因應不足的保全人員而被請來幫忙的英國士兵，獲得民眾的好感的同時也收到250萬英鎊的捐款。7萬名志工的參與更不在話下。喬爾當然提到運動賽事對於國族意識的凝聚。

最自豪的，她也提到她和大倫敦市政府的合作，讓市民受益無窮。在申辦奧運前，奧林匹克公園的所在地曾是垃圾掩埋場與廢棄倉庫，並長期受到重工業廢料的污染，而在此奧運的籌建工程中75%的經費都用於倫敦東區的改造，而在奧運後的選手村也出售給民眾促進市區發展。

最近市長選舉，又有人討論到2017年台北世大運，剛好看到英國友人傳來的喬爾過世的消息，回想2016年倫敦的那堂課，更覺沉重。

感謝台灣優秀的選手帶給我們光榮的時刻，但台北真的還有好多好多事，值得我們更加油打拚！",33,1464,25,78,4,5,12
"35","2018-05-22T09:30:00+0000","民調亂舞，「藍柯一家親」都相繼出籠？

小英總統今提到市長人選，勢必是一位能跟中央一起推動台北市願景的人選。我認為這就「一本初衷」，也是我常說的「執政黨對市民的責任」！

而我早已長期準備首都台北的願景和政策，我堅信，目前在三強鼎立下，提名我參選，民進黨就可勝選！我就會是可以勝選的最強候選人。

隨著選對會提名作業進入倒數，民調也出現群魔亂舞、各有所圖的狀況。

說穿了，這些民調都是為了要擾亂民進黨的佈局，「有人出來會壞了事情」，要讓民進黨現在就退出賽局，結束比賽。

到底，是哪些人處心積慮地希望現在就比賽結束呢？相信不需要我說，看看其結果都導向「藍柯一家親」，非丁即柯好棒棒，就會一目了然。

民進黨當然不會笨到去採信這些企圖擾亂的民調，選對會絕對也會有足夠的智慧可以判斷這些假象。一旦正式提名人選進入賽局，相關的民調結果就會截然不同。

我知道，民進黨才正要上場參賽，台灣首都之戰真正的比賽才正要開始！

#姚文智
#姚文智翻台北
#比賽才正要開始",82,775,26,11,0,1,3
"36","2018-05-21T02:30:00+0000","<U+2764>MOM！WOW！

今天是母親節，年輕助理想了一個別出心裁的方式過節。我們準備了康乃馨，從行天宮出發，沿途贈送，並走出”MOM”（如圖），表達對全天下母親的祝福！有趣的是，MOM 倒過來就是""WOW” ！正好讚歎媽媽們的偉大！

一路上，有年輕爸媽推著嬰兒車出遊、有三代同堂到廟裡祈福，還有小朋友牽著爸爸的手，特別跑來跟我要康乃馨，想回去送給媽媽，實在窩心。當然，我也把握機會，向每一位家長宣傳「＃第二胎國家養」政策！

辦公室同仁們也辛苦了，下午以後，大家都回家陪陪MOM吧！跟MOM 說聲WOW！謝謝您！

#母親節快樂
#姚文智翻台北",121,3306,40,41,1,4,12
"37","2018-05-20T10:45:48+0000","「#第二胎國家養」你心動了嗎？

明天就是母親節，台北許多鄰里也紛紛舉辦活動，表達對全天下母親的感謝與祝福。不好意思！我就趁機「自己的政見自己講」，把握每次致詞與互動的機會，向年輕媽媽們宣傳我的「第二胎國家養」政見，沒想到，頗受迴響。

我遇到了好幾個年輕媽媽，只生一胎的，似乎較多了些。一路上，有不少媽媽對我的政見主動關注、讚聲，也有不少帶著孩子的年輕夫妻給我加油打氣！ 

台灣少子化問題嚴重，我能體會現代年輕父母養育小孩的辛苦。我提出「第二胎國家養」，即是盼台北市乃至全台年輕夫妻，能透過政府的一點心意，減輕負擔並提供鼓勵生育的誘因。

母親節前夕，期盼每一位媽媽都幸福滿滿，「第二胎國家養」實施後，未來都子孫滿堂，大家說好不好？

#母親節快樂
#少子化
#姚文智翻台北",72,820,30,11,0,0,1
"38","2018-05-20T09:30:41+0000","會不會......
早就決定了？",45,2010,29,28,1,3,12
