,Media,title,year,month,day,content
128,Apple,2月4日 來送暖 寒士尾牙將登凱道 柯P讚比陳抗好,2018,1,26,"【張潼／台北報導】

「寒士吃飽30尾牙」2月4日將在凱達格蘭大道登場，預計會有4萬 名街友、獨老、單親媽媽與社會邊緣者（寒士）參加。台北市長柯文 哲25日出席主辦單位活動時不忘鼓勵社會大眾響應捐款，讓社會上不 幸的人過好一點的日子，更笑說，在凱道辦寒士尾牙總比陳抗好，所 以市府能幫多少就幫多少。

創世、華山、人安基金會長期關注植物人、街友以及單親媽媽，組 成策略聯盟之外，寒士尾牙今年也已邁入第28屆。柯文哲昨天在創世 基金會董事長曹慶等人陪同下，先探望病患與家屬，接著體驗地瓜媽 媽的烤地瓜做法。

柯致詞時說，有時候政府對這些社福機構常常感到有點慚愧，因為 補助不多，他們多半得自力更生，不過民間力量無窮，很感謝過去3 0多年中，這3個基金會對社會上弱勢人的幫助。尤其像2月4日在總統 府前廣場舉辦的寒士吃飽30尾牙，大概有4萬人參加，他笑說，在那 邊吃尾牙總比陳抗好。

 "
278,Apple,影響力式微 台文創拉警報,2018,1,26,"【潘罡（作者為北京大學藝術學院博士）】

長期觀察投入兩岸文創發展的學界與工作者，目前普遍浮現一種憂 慮，在台灣當下正向大陸輸出社區營造理念與手法的同時，我們的文 創優勢正在快速消逝，在可預見的未來，已找不到足堪自豪的創新與 實踐典範。更讓人洩氣的是，文化施政缺乏目標，人才資源的流失， 都讓這種危機日益浮現。

台灣別再放牛吃草

日前《遠見》雜誌做過一次專題報導〈台灣文創西進築夢1000個小 鎮〉，彙整多位社造舵手在大陸活躍並受重用的熱況，包括建築師劉 國滄、桃米社區董事長廖嘉展、「天空的院子」創辦人何培鈞等，在 大陸的行程可說馬不停蹄。乍看之下，台灣文創顯得很光彩，但包括 何培鈞、廖嘉展在內，多位文創專家近期屢屢在公開場合中提出警告 ：台灣政府對文創如果不加把勁，不做整體的策略與規畫，還是一副 「放牛吃草」的姿態，大陸不只會迎頭趕上，還會後來居上。

事實上，這個現象早在李登輝祭出「戒急用忍」之後就開始浮現， 但民進黨基於政治利益操作拒中媚日、炒作民粹，更讓危機加速惡化 。台灣累積數十年的文創成果，包括流行音樂、偶像劇、故宮衍生性 產品、設計服務等，原本就要倚靠大陸作為市場腹地，但戒急用忍以 及拒中，導致台灣創意與經驗不斷輸出彼岸，省市官員絡繹前來取經 ，但大陸的資源卻無法相對回饋給台灣這塊土地，即使台灣人再有能 耐，也有力氣用盡的一天。

現在這一天已經到來，從流行音樂、設計服務到文化資源開發運用 ，大陸全面提升，走進兵馬俑等博物館，偌大的文創攤位吸引民眾掏 出荷包。在此一龐大經濟體系中，台灣文創業者原本可扮演合夥人， 如今淪為個體戶打工族。

原本社區營造被當成台灣文創的集大成，統整了文化資源活化、設 計服務、資通訊科技應用、精緻農業、文化旅遊等創意結晶，但大陸 僅花10年時間，就掌握訣竅，從福建嵩口廢墟再生、湖南常德桃花源 的「食宿學文」、南京江寧區觀音殿小村改造、浙江玉環內馬道村水 街改造，乃至四川成都明月村、海南火山荔枝村等，大陸地方領導展 現魄力，中央與地方振興文創目標一致，如同何培鈞、廖嘉展所言， 大陸的進步是由點而面的迅速擴散，心無懸念地推動國家進步。

反觀我們台灣，文創產業是陳水扁執政時大舉發動，5大文創園區 也是在陳水扁任內確立營運規畫，但民進黨為了鬥爭國民黨與馬英九 ，不惜配合台北市長柯文哲抹黑松菸，連帶把文創汙名化。現在的文 化部另闢蹊徑，不再談文創產業而是改稱文化經濟，原本空總所在地 要做廣義的文創園區，現在改為「文化實驗」基地，施政倒退回所謂 的「文化福利模式」，文化資源變成補貼綁樁，當歐陸普遍檢討補貼 政策時，台灣卻開倒車，虛擲全民納稅錢。

優勢遲早消逝無蹤

台灣文創發展至今，包括陳郁秀、陳其南等歷任部長，都曾制訂出 清晰願景，從社區營造邁向地方文化產業化並帶動觀光，或以地方文 化館作為區域文化再生活絡據點等等。按照原本藍圖，此時台灣文化 施政應已上升到陳郁秀所說的「國土規畫」，透過創意生活美學，進 行台灣城鄉地景地貌、人文環境的脫胎換骨。

但如今我們看到的依然是幾個案例可供說嘴而已，這樣下去，台灣 遲早變成「白頭宮女話天寶舊事」，而原本自豪的文創優勢，也注定 消逝無蹤。

 "
496,Apple,兒童卡難產 新北嘆真心換絕情,2018,1,26,"【葉德正／新北報導】

北捷公司長期寡占捷運市場，合約更明訂票證公司發行新卡，須經 北捷同意的「霸王條款」，即使新北19萬張新卡誘人，卡公司也只能 忍痛放棄，新北市在過程中積極協商，更提出許多替代方案，卻全被 北捷打槍，只能感嘆「真心換絕情」。

台北市長柯文哲去年宣布所有學童搭捷運6折，新北隨後也跟進， 更加碼打到5折，縣市政府釋出民生優惠，本該是普天同慶的一件事 ，卻因北捷阻撓，讓好事生變。

不少贈送悠遊卡或一卡通的活動，贈卡最後不是被收起來就是搞丟 ，鮮少人使用這些具紀念價值的贈卡刷，更別說儲值當成電子錢包， 電子票證公司根本無法從中獲利。

新北市這次打算發行的19萬張新北兒童卡，並非是收藏用的贈卡， 張張都是嘉惠學童的實用卡片，捷運優惠只是其次，更重要的是，學 生儲值消費後，票證公司也能確實獲取龐大商機，當然吸引票證公司 願積極投入合作。

然而，雖然悠遊卡與一卡通2家公司曾積極詢問，但收到北捷公司 形同「鴨霸」的一紙公文後只能噤聲，新北市交通局分別在本月5、 9、10、11日拜會票證公司與北捷、桃捷、高捷，全部都給了回應， 就只有北捷拖延至今，對於修改機器與實施期程「已讀不回」。

為讓市長朱立倫重大政見得以施行，新北曾向北捷提出許多替代方 案，如使用健保卡等身分證件購買半價票等，但全遭北捷公司打槍， 讓新北相當傻眼。

新北交通局放話，26日下午「新北兒童卡」將進行「第3次開標」 ，歡迎外界一同關注這影響新北19萬名兒童權益的標案，檢視票證公 司是否確實受到北捷針對性技術杯葛影響，讓兒童成為政治鬥爭的犧 牲品。

 "
565,Apple,醫生對醫生 泌尿科權威戰柯P 國民黨北市長奇兵 邱文祥被點名,2018,1,26,"【張潼／台北報導】

針對年底台北市長選舉，國民黨老將丁守中雖早已表態，希望代表 藍營挑戰現任市長柯文哲，但藍營卻不時傳出其他可能名單，繼藍委 蔣萬安後，前台北市副市長、泌尿科權威邱文祥也被點名，國民黨台 北市黨部主委黃呂錦茹也證實邱有參選意願。不過，邱迄今雖仍未表 態，但臉書最近出現「泌醫教父邱文祥」的粉絲專頁，似乎已為選戰 鋪路。

郝任內副市長 資歷完整

藍營陣中雖以丁守中最早表態爭取黨內提名參選台北市長，但基層 卻擔心丁守中「母雞帶小雞」的魅力不足，加上柯文哲在年輕族群有 高支持度，遂力拱蔣萬安披掛戰袍，直到蔣宣布不參選台北市長後， 又將目標轉移到郝龍斌市長任內的前台北市副市長邱文祥，盼「醫生 對醫生」的選戰，能為藍營帶來新契機。

59歲的邱文祥曾在郝市府擔任衛生局長及副市長，也在2011年起擔 任陽明大學醫學院長，2014年又轉任台北市立聯合醫院總院長，在醫 療、學術及行政上的資歷都相當完整。

國民黨副主席郝龍斌日前透露，確實有好幾人私下與他接觸，正在 評估參選意願，據傳，邱文祥就是其中之一；國民黨市黨部主委黃呂 錦茹昨晚受訪表示，在她還沒當主委時，確實就曾聽到邱文祥有意願 參選市長，且已經在籌備，包括了解市政議題、徵詢顧問人選等；等 到她就任主委後，因兩人過去都曾在郝市府任職，曾就是否參選一事 通過電話，只不過，邱文祥並沒有明確表態選或不選。

北市主委證實 邱有意願

黃呂錦茹說，每個人決定是否參加初選，一定都有其考量，尤其邱 文祥又是醫生，有他的職業抱負，當時他只在電話中表示要再徵詢友 人、長輩意見，後來雙方就沒再聯絡。此外，對於邱文祥是否是國民 黨籍，這部分她也不太清楚；以市黨部主委的立場，不會支持特定候 選人或特別等待誰表態，就等初選時看誰有來登記。

推出粉絲專頁 參選鋪路

不過，臉書近來出現名為「泌醫教父邱文祥」的粉絲專頁，據該粉 絲頁自稱，是邱文祥醫師的腦粉組成，並指邱個性低調、不太張揚， 但不怕衝撞、不怕摩擦，「該硬的時後硬、該軟的時候就軟」，粉絲 團除分享邱文祥的泌尿科專業資訊，也有不少關於邱的新聞報導及分 享邱的臉書內容，似乎是為了參選鋪路。

 "
637,Apple,藍喊縣市長過半 洪耀福回應「幹嘛客氣」 吳敦義出來選 民進黨就會有壓力,2018,1,26,"【曾薏蘋／台北報導】

國民黨主席吳敦義昨天喊出今年縣市長選舉目標要過半，民進黨祕 書長洪耀福回應，「全部拿就好了，幹嘛那麼客氣！」他說，蔣萬安 不選台北市長，是吳敦義最大的挫敗，「若吳敦義自己選，我們就會 有壓力。」

外界認為，國民黨立委蔣萬安不選台北市長後，民進黨自提人的機 率大增，但民進黨是否與台北市長柯文哲繼續合作？洪耀福表示，台 北市的局不用太早下定論，先看吳敦義有什麼牌可出，吳敦義可以自 己選，若新北市長朱立倫想跳下來承擔參選台北市，那吳敦義的202 0就出局了，「我對吳敦義太好了，每天在教他，國民黨應該把祕書 長薪水撥給我。」

民進黨要在年底縣市長選舉中拿下幾席？洪耀福說，目前還沒有確 定數字，至今固守執政、搶攻其他，寸土不讓、寸土必爭；重要是先 佈局，不是先講幾個縣市，大概之前傳出要參選台北市長的立委蔣萬 安不選，讓吳敦義很挫折。

洪耀福說，蔣萬安不選是對的，這孩子很聰明，吳一直希望藉由蔣 萬安在2020大選時，幫自己吸收深藍選票，但是蔣萬安不希望當吳敦 義2020的棋子，雖然政治上，蔣很年輕，卻很有自己的想法。

不過，洪耀福也認為，國民黨在台北市就算沒有蔣萬安，丁守中也 是持續悲劇，人生最大悲劇莫過如此，「沒有蔣萬安，也還不是他」 。

民進黨新北市長人選陷入膠著，傳出基層要「大咖」來選，被問到 目前有意參選的立委吳秉叡，是否能擔起「領頭羊」的角色？洪耀福 表示，「任何明星都是鍛鍊出來的，沒有人天生下來就是明星。」眼 看國民黨3月就要提名，洪說，就先看國民黨殺的狀況怎樣。

至於台中市長的選情，洪耀福說，吳敦義到台中的行程都是參選人 立委江啟臣在陪，所以吳敦義應該傾向支持江。「但若是立委盧秀燕 出線，吳主席又是繼蔣萬安後，再挫折一次！」

依目前各媒體公布年底縣市長選舉民調，民進黨不太樂觀，洪耀福 認為，戰況未明，尚未定輸贏，但這樣也好，要有危機意識，目前民 進黨尚未有哪幾個縣市感受到壓力，「但若吳敦義選雙北或南投，民 進黨就會有壓力。」。

 "
52,Apple,去年車禍死亡人數 20年新低 年輕機車族 死亡率偏高,2018,1,27,"【張立勳／台北報導】

台北市長柯文哲26日主持交通會報，交通局報告指出，去年交通事 故死亡人數65人，較前年減幅近27％，柯文哲聽取報告後．好奇提問 死亡人數大減，總事故數卻只少3％，他認為可能與台北市周遭醫院 急診技術進步或塞車使車速變慢有關。

北市交通局統計，去年北市交通事故件數3.7萬件，較前年的3.8萬 件減少千餘件，減少比率3％；車禍死亡人數去年65人，創下20年來 新低，較前年大減24人，減少比率27％。

若以受傷車種分析，以18歲至25歲的機車族最多，受傷行人以65歲 以上長者居多，且近年都有增加趨勢。柯文哲解讀數據說，為何車禍 件數不減，死亡人數卻大降？應該是醫院急診技術進步，急救後撐1 天沒死，以他當過台大加護病房主任的經驗來看，除非頭斷掉或醫術 太差，只要進入急診室還有心跳，很難在24小時內死掉，所以應該統 計住院後死亡人數，也就是30天內死亡的人數較合理。

柯文哲要求，不論如何，未來還是以30天內死亡計算較精準，路口 路段交通安全改善措施也要持續做。

不過，交通警察大隊回應，交通局統計車禍30天內死亡人數，北市 同樣有下降趨勢。

此外，針對年輕機車族與老人車禍死亡率偏高，柯文哲要求交通局 在今年9月、大學開學前，事先準備好宣導影片，在開學第一周投入 廣告，希望能夠達到最好宣導效果。

另外，對於65歲以上長者，柯文哲說，年長行人被撞原因還要進一 步分析，找出預防對策，後續利用共餐聚點加強宣導。

 "
127,Apple,「黑天鵝效應」、「鱷魚的眼淚」入學測 國文「考題精彩」 想拿高分不易,2018,1,27,"【簡立欣、林志成、林欣儀、葉書宏、許素惠／綜合報導】

今年學測國文（選擇題）出了「麻醉風險等級表」、「黑天鵝效應 」、「鱷魚的眼淚」等科普題，還把鴻門宴人物做成桌遊，高中老師 大讚題目「創新又精彩」。補教老師則說，題目出得很棒，但考生成 績不會太漂亮。

今年國文（選擇題）首度單獨施測，題目很具創新性。中山女高教 師李明慈直言「出得非常好，考題延伸到第五冊，兼顧語文、文學和 文化，又有劃時代意義，昭示未來12年國教的方向」。

古今兼顧 具劃時代意義

李明慈歸納今年國文科考題特點：一、題型分布及取材多元，像「 鱷魚的眼淚」題組用古今文本對照；二、出現大量閱讀理解題，全部 42題中有23題都是閱讀理解；三、創新題令人驚喜，鴻門宴人物做成 桌遊，結合閱讀、預測、推理能力，又如「麻醉風險等級表」入題， 讓考生在真實情境中運用所學知識。

桌遊入題 鴻門宴也來了

中正高中老師張青松認為國文科題目兼顧創新及傳統，像《師說》 是基礎，鼓勵有讀書的孩子；桌遊要先讀懂詩，難在題型的新穎，但 這也是很多老師力推的「用遊戲去學習」；又像黑天鵝理論，柯P、 川普都是這類人，但此題又回應到經典古文。

景美女中老師黃郁博表示，這份考題可以看到國文教師的任務所在 ，一是這幾年力推的閱讀素養，二是跨領域、跨學科。

補教老師楊墨指出，今年國文（選擇題）出得很棒，但有些題目敘 述很長，加上講的是科普的內容，考生要拿高分不容易。

學生蘇禹丞表示，國文科非選擇題部分整體而言中間偏易，但其中 不少題目字數過多，需耗時較多時間閱讀、理解，閱讀能力較差的同 學可能會比較吃力。

復興商工美工科學生黃媺宸表示，答題下來覺得很順！看完題目後 ，不用思索太久就可找到正確答案，題目難易適中，相當有信心，只 是部分題目字數太多，需多一些時間理解思考。

題目文長 需花時間理解

虎尾高中李榮峻認為，單選題很簡單，像蘇東坡被貶黃州時，有人 告訴蘇，菊花遍地時時像黃金，蘇半信半疑，有次親眼目睹，發現是 真的，問哪種描述最貼近蘇的歷程。揚子中學王昱琪覺得，許多評論 家對於陶淵明隱居的動機揣測，需要反覆不斷地推敲題文，讓理解逐 漸清晰，否則若會錯語意便會答錯。

 "
204,Apple,不受「台灣價值」影響 蔡柯熱絡,2018,1,27,"【張立勳／台北報導】

蔡英文總統日前指台北市長柯文哲應確認「台灣價值」，柯則反問 「我也想知道她的台灣價值是什麼」，引發柯與綠營連日爭論。蔡總 統26日在柯文哲陪同下，視察北市健康公宅，全程蔡、柯互動良好， 甚至會互開玩笑，不受台灣價值影響，2人還互送紅包和發財金打開 心結。

蔡、柯昨天下午一同視察公宅，柯文哲為了迎接蔡總統，不但提早 10分鐘到場還親自迎接，2人進入公宅時，現場媒體問蔡總統，出席 是否代表會力挺柯P？會不會禮讓柯？

柯笑笑指著記者說「你哪一台的」，蔡總統接著問柯「這是你的記 者嗎？」柯回這幾個都是跑我的線，對政治議題都沒回應。

柯文哲致詞表示，蔡政府8年20萬戶公宅政策，和北市公宅計畫完 全一致，讓人民有好的居住環境是中央跟地方一致認同的進步價值， 「中央與地方一定會攜手合作，為國家進步持續下去。」

接著蔡總統致詞指出，「我知道這幾天很多人都在討論台灣價值」 ，她當著柯文哲的面特別解釋，台灣價值除了主體意識外，照顧年輕 人的居住權益和環境也是台灣價值。

蔡總統還說，「我知道今天大家很關心柯市長要跟我怎麼互動」， 不過今天不談選舉，為了台灣的年輕人，中央和地方本來就不應該分 黨派，不應該分顏色，「我們共同合作一起用行動幫助年輕人跟弱勢 者，解決居住問題，這是今天來這裡最重要的目的所在。」

此外，蔡總統指出，推動社宅政策，中央會給地方政府3個具體支 持，除了興建經費，還有土地取得與補助「包租代管」計畫，為了年 輕人住的問題，中央和地方會一起努力。

最後蔡、柯一起參觀公宅內部，市府幕僚表示，2人互動不錯，一 路上都掛著微笑，未討論選舉議題，蔡總統得知今年市府狗年發財金 有一套6張，笑說她有一隻狗，要柯文哲送她一套，總統非常喜歡市 府狗年發財金，行程尾聲雙方互相送禮，蔡總統送柯文哲總統府紅包 袋、春聯，柯回贈蔡總統發財金。

 "
277,Apple,長者、學童搭乘有優惠 人潮湧現 北捷生意好 柯P想漲店租,2018,1,27,"【張立勳／台北報導】

北市府不但擴大敬老卡可搭台北捷運，即日起設籍北市6至12歲學 童，持數位學生證搭北捷享6折優惠，台北市長柯文哲26日預測，北 捷今年業績會很好，營業額也會大幅提升，還意有所指表示「北捷可 以準備漲租金了」。

營業額可望大幅提升

去年11月北市府擴大敬老卡優惠範圍，增加搭乘捷運，車資可從每 月敬老卡金額扣除，學童優惠也已起跑，柯文哲昨主持交通會報，市 政顧問蔡茂岳希望北市交通局提供捷運增加人次，可以進一步了解趨 勢、檢討成效。

柯文哲聽聞後，隨口問小學生搭公車有沒有折扣？交通局官員表示 ，學生搭公車半價，也就是一段票全票15元、半價8元，並享有捷運 、公車轉乘優惠4元，柯緊接著問，捷運起跳票價20元的6折是12元， 小學生坐公車還比較便宜。

此外，柯文哲說，敬老卡每月有480元額度，若所有長者市民都持 卡把額度搭捷運用完，一年需要22億元預算，但目前僅編7億元，但 政策都推出了，如何賺回來也要想一下。

官員稱租金漲幅有限

由於市府祭出優惠，鼓勵老少搭捷運，柯文哲預料北捷今年業績會 很好，營業額也會大幅提升，但他不希望學童優惠的業績是從原本搭 公車改成捷運轉來，而是從家長接送學童改為搭捷運。

柯文哲認為，北捷業績將會成長，可以準備漲租金，租金收入可充 做學童搭捷運優惠補貼的預算來源，北捷官員則回應，應該有限。

 "
344,Apple,悠遊卡及一卡通放棄投標 王聲威批北捷要脅業者 下周再議,2018,1,27,"【譚宇哲、葉書宏／新北報導】

雙北兒童搭乘捷運優惠確定無法同步實施，新北市兒童卡招標案2 6日下午第三次開標，因悠遊卡及一卡通公司皆放棄投標而流標，交 通局長王聲威直言是北捷發文要脅業者所致。交通局表示，29日將邀 北捷公司至交通局協商，盼讓新北兒童卡能盡速上路。

朱立倫籲柯P指示支持

新北市長朱立倫也出面喊話，呼籲台北市長柯文哲指示北捷支持； 柯文哲回應，已交代北捷在合法情況下協助新北兒童卡早日上線。

北市兒童卡捷運6折優惠26日上路，新北兒童卡捷運5折優惠則在同 日下午的第三次開標中再度流標，據悉悠遊卡、一卡通公司代表皆有 到新北兒童卡開標現場，卻連標單都沒有拿出，似乎意在觀察同業對 手態度，無意投標。

交通局長王聲威指出，新北市將發行19萬張兒童卡，1月19日招標 ，北捷公司卻在18日發文給悠遊卡、一卡通，以服務契約內容「電子 票證公司發行新票種需要北捷同意，否則可依約就究責」要脅兩業者 ，導致三度流標。

交通局表示，新北兒童卡卡關的原因，在於北捷希望結合北市數位 學生證，新北市府則希望結合社福卡，北捷固然有其技術性考量，因 此下周一會邀請北捷人員到交通局進一步溝通協商，確認後續辦理方 式與實施期程，盡快讓新北兒童卡上路。

先解決技術才能上線

反觀高雄捷運公司則已確定配合新北市府，27日起提供新北兒童搭 乘高雄捷運享5折票價優惠，交通局表示，民眾可持健保卡等身分證 件，於高雄捷運紅橘線各捷運車站服務台，購買兒童優惠單程票，售 價為原票價的5折，價差優惠由新北市政府補貼。

新北市長朱立倫26日出席「107年新北市農民節慶祝大會」表示， 拜託柯文哲能夠指示一下北捷，那技術上是可以克服的，最應該要考 量的是讓學童儘快獲得優惠，畢竟19萬兒童的優惠才是最重要的，也 拜託北捷能夠多多支持。

柯文哲回應，他已交代台北捷運公司，在合法情形下幫助新北早日 上線，能否在過年前解決？柯P並未回應，僅表示有聽說新北是用老 人卡來刷兒童卡，不像台北專卡專用，導致會有一些問題，所以要把 技術解決就可以上線了。

 "
706,Apple,吳敦義表明 不分區立委不能拒絕參選 國民黨光復桃園 鎖定吳志揚出征,2018,1,27,"【陳彥宇／台北報導】

國民黨力拚「光復」桃園市，鎖定前桃園縣長、不分區立委吳志揚 出征，但吳態度卻趨於保守，傳出基層不滿。國民黨主席吳敦義昨表 示，不分區立委不能拒絕參選，否則將收回其立委身分。但吳也強調 ，「目前沒這狀況」，黨中央仍在衡量政治組不分區立委，是否具有 勝選實力。

不分區4立委 列入評估

國民黨現有政治組不分區立委為黃昭順、吳志揚、張麗善，以及徐 榛蔚等4人。吳敦義昨指出，所謂政治組不分區，是要在國民黨思考 衡量後，確認他們應該投入縣市長選舉，「他們不能拒絕」，如果拒 絕就要收回他們的不分區立委身分。

針對上述4人是否投入選舉，吳敦義表示，黨中央還在思考衡量當 中，「若有勝選機會」，將要求他們投入縣市長選舉。

吳敦義強調，黨中央會考量選區客觀環境因素，以及立委本身的意 願，不會強逼他們。若經評估後認為，不分區立委並非最強選手，或 是唯一的縣市長人選，就不涉及誠信問題，他們可以繼續擔任立委職 務。

桃市基層抱怨 協調牛步

年底縣市長選戰，國民黨盼將執政版圖一舉推向11至12席。不過， 包括桃園市、新竹縣、嘉義市等地人選協調牛步，引發部分有意參選 者，以及基層私下抱怨連連，更質疑黨中央協調不力。

吳敦義則說：「欸唷！我幫忙協調的太多了！」吳透露，很多縣市 長人選都由他、副主席曾永權，以及組發會同仁出面協調，但不希望 相關訊息被媒體披露，會讓人覺得不公平。

吳敦義重申，他從來沒有指定或看中誰非參選不可，這是作為黨主 席最基本的公正立場。

另方面，藍委蔣萬安日前宣布「棄選」台北市長，造成黨內士氣大 減。吳敦義說，從未聽說蔣宣布參選，因此得知蔣不選時，他還建議 ，既然沒宣布參選，就別急著宣布不選，可以「再思考一下」，未料 蔣很快就宣布了，當然很多人會失望。

北市藍營人選 尚未定案

至於蔣萬安棄選後，黨內陸續傳出勸進前台北市長郝龍斌、前交通 部長葉匡時、台大教授李錫錕、中廣董事長趙少康等人，代表藍營對 決北市長柯文哲。吳敦義表示，相關訊息他不曉得，但外界也不該說 是亂點鴛鴦譜。

 "
51,Apple,台灣地方首長第一人 柯P31日登歐洲議會演說,2018,1,28,"【張立勳／台北報導】

台北市長柯文哲27日啟程前往歐洲4國參訪，此行最大重點是他31 日將到位於比利時布魯塞爾的歐洲議會沙龍，發表包括「台灣價值」 等內容的15分鐘演說，成為台灣史上首位登上歐盟議會演講的地方首 長，已有30多位議員報名要聽演講，此舉也展現柯P攻取2020總統大 位的企圖與高度。

柯市府團隊11天行程將走訪荷蘭、比利時、波蘭及土耳其，針對都 更、公宅、智慧城市、綠色運輸、循環經濟、居家醫療及新創產業等 市政議題進行參訪及考察，柯文哲要讓台灣花更大的心力去連結歐洲 。

被問及到歐洲議會演講，是否會談論到「台灣價值」，甚至要全用 英文演講，會不會緊張、怕生疏，柯文哲笑稱，老實講，稿子還在寫 ，全英文演講對他來說沒有問題，大家都忘了他是台大外科教授，曾 經留美過。

考察11天 訪荷比波土耳其

北市府發言人劉奕霆也說，柯文哲是台灣第一位受邀到歐洲議會專 題演講的市長，已經有超過30位歐洲議員報名要聽演講，演講內容與 題目則還在整理，尚未做最後定案。

不過，外界實在相當好奇演說內容，柯幕僚透露，蔡英文認為柯應 再次確認「台灣價值」，讓支持者覺得是可並肩作戰的人，歐洲議會 又是代表著民主自由，柯能以台灣首都市長身分到歐洲議會演講，自 然會宣揚「台灣價值」。

幕僚透露 將宣揚台灣價值

幕僚指出，柯文哲曾說台灣的基本價值是民主、自由、開放，另外 是環保、人權、法治、關懷弱勢與永續經營，相信這些會是柯此行演 說著墨的重點。

至於柯文哲是否會提出「兩岸一家親」等兩岸關係論述，幕僚表示 ，柯不會主動提到，因為兩岸問題不是首都市長層級的權管，但如果 有歐洲議員提問，柯也會適度回應。

（相關新聞刊A2）。

 "
126,Apple,不可能變新加坡 柯：北歐社會主義民主值得學,2018,1,28,"【柯伶穎／台北報導】

對於此行訪歐的目的，台北市長柯文哲27日表示，台灣更適合北歐 式社會主義民主。有議員解讀，參訪國家之一的波蘭是由共產國家轉 型到民主，具有指標性，未來兩岸間的互動需要更多智慧，也能借鏡 台灣和大陸的關係。

柯文哲剛上任時，曾矢言要讓台北「8年超越新加坡」，不過他後 來改口，表示台灣已走上民主，不可能變成新加坡。柯文哲也說，若 說世界上有哪些城市值得台北學習，他認為是日本大阪或荷蘭阿姆斯 特丹，而荷蘭不僅民主制度值得學習，也與台灣有過殖民關係。

柯文哲昨受訪指出，西歐與北歐偏向「社會主義式」的西方民主， 是台灣更好的學習對象，這是他從國家長期發展去考慮，主要是前總 統李登輝「讓台灣走向不能回頭的民主」後，台灣要像新加坡一樣不 太可能，因此只能走向歐美的西方式民主。

他認為，美國是資本主義式的西方民主，不一定適合台灣，此外， 台灣長期以來是「唯美是從」，但是以世界的政治版圖來看，歐洲力 量並不亞於美國，因此台灣對歐洲應該花更大的心力去連結。

台北市議員梁文傑則表示，柯文哲太好高騖遠，畢竟北歐的社會主 義民主，還包含高稅負。他說，台灣人民要社會福利，但若要做到像 北歐的福利，稅收至少是台灣現在的3倍，民眾一定不願意。

隨行議員陳建銘則指出，此趟訪歐的重點是柯文哲將會晤波蘭前總 理華勒沙，波蘭起先是共產主義國家，在轉型開放的過程中，其文化 歷史發展都有獨特之處，且華沙也是台北市的姊妹市，城市間的交流 是必要的，而波蘭由共產國家轉型到民主更是具有指標性，未來兩岸 之間的互動需要智慧，也能借鏡到台灣與大陸之間的關係。

 "
276,Apple,歐洲力量不亞於美國 柯拋「歐向」 台灣不能唯美是從,2018,1,28,"【陳麒全、張立勳、楊孟立／綜合報導】

台北市長柯文哲27日清晨啟程赴歐訪問，展開為期11天的產業交流 ，經貿代表團除了市府團隊，還包括19位產業界人士參與，柯文哲強 調，以世界政治版圖來看，歐洲力量不亞於美國，台灣對歐洲應該花 更大心力去連結，顯見他想「歐向」的決心。

北歐式民主更適合

柯文哲率領市政府團隊搭機前往歐洲，他表示，現代荷蘭是台灣更 好的學習對象，自從前總統李登輝「讓台灣走向不能回頭的民主」後 ，台灣要像新加坡一樣不太可能，因此只能朝向西歐、北美的西方式 民主，但美國是屬於西方資本主義的民主，西歐北歐則偏向社會主義 式的西方民主，或許是台灣更好的學習對象。

柯文哲說，台灣長期以來是「唯美（美國）是從」，但是以整個世 界的政治版圖來看，歐洲力量並不亞於美國，因此台灣對歐洲應該花 更大的心力去連結，這也是要前往歐盟訪問，並發表演講的因素。

有機會拜訪華勒沙

他也提到華沙與台北是姊妹市，已經好久沒有市長前往，基於城市 交流，要去看一下。有機會也會拜訪台灣的好朋友、前波蘭民運領袖 華勒沙。華勒沙帶領波蘭對抗舊蘇聯，走向民主，許多經驗對台灣都 有可取之處。隨行議員陳建銘也分析，土耳其位居歐亞交界點，不少 台商已看準未來發展搶先進駐鋪路，顯示台灣不只有南向一條路，歐 洲也有發展潛力，這次柯P出訪是見習之旅，更能透過此機會招商。

台商搶先進駐土國

對於土耳其希望在大台北地區蓋清真寺，他則主張以「回教文化中 心」的名義來蓋，可能比較容易一點，但因為牽涉到蓋的規模與經費 ，所以要進一步討論事宜。對於訪問土耳其的行程未完全確定，是否 受到大陸的壓力？他表示，這個還好，主要是要和誰談論，還在「喬 」。

對於柯文哲拋出「歐向」，外交部說，柯市長說得很好，外交部沒 有要評論或回應的地方。

 "
