"","time","post","share","like","love","haha","sad","wow","angry"
"11","2018-06-08T10:00:42+0000","今晚八點，請鎖定中天52台新聞深喉嚨，我們幾位市長參選人上節目進行「口試」，拋出政見跟市民討論，歡迎準時收看！

#丁守中 #拼台北驕傲
#新聞深喉嚨 #陳學聖 #盧秀燕 #高思博 #韓國瑜 #直轄市長
#國民黨加油 #市長議員全壘打",162,2442,27,9,0,3,0
"12","2018-06-07T08:51:34+0000","市府欠公車司機加班費
凸顯的問題

昨天林瑞圖議員在質詢時踢爆，臺北市政府自2016年起，積欠公車司機將近5億加班費，公車司機已醞釀要罷駛。沒想到柯文哲聽聞後竟大傻眼，還問一旁的交通局長：「這到底是怎麼回事？」，顯示柯文哲與各局處間的溝通與決策資訊掌握亮起大紅燈。

北市府帶頭積欠公車司機加班費，搞到司機都要罷工，這攸關市民的重大輿情，市長竟然一無所悉，實在是不可思議。而交通局長的回答就更絕了，他說這5億元已經在今年4月編列追加預算，等到議會通過才能發放。柯文哲在3月初出席「城市新力量座談會」時還自豪的說：「財政是勤儉持家，現在追加預算都要送市長室報告。」、「專案報告來一個罵一個，一兩次後就變少了。」，現在這高達5億的追加預算，柯文哲卻搔頭帶過，一問三不知，是否因為<U+99E1>多了，下情無法上達？

市府欠加班費不是這1、2個月的事，卻遲至今年4月才向議會提案，等於押著議員的頭來通過這筆預算，而若議程延宕，公車司機罷工，柯文哲雙手一攤，是不是又要狠批藍綠議員夾殺你，讓你好委曲？

請柯文哲放過台北市的通勤族吧！盡速去議會進行專案報告，讓這筆追加預算通過，至少也得安撫公車司機的情緒，別害慘了無辜市民大眾！

(圖片取自自由時報)

#丁守中 #拼台北驕傲
#公車司機醞釀罷工
#請柯文哲放過台北市民",60,656,2,51,2,17,68
"13","2018-06-06T07:04:41+0000","#丁守中 #拚臺北驕傲
下次市長，別選柯文哲再浪費四年

柯文哲三年半不做事，市政沒有建設發展，只以省錢還債自得，但市民生活的苦悶亳無改善。

早規劃好的捷運路網北環段、南環段、台北東側南北向捷運系統都沒進展，內湖交通堵塞及文山地區市民進出不便痛苦還得延長。

公幼與私幼比例三年來沒有提升，公幼抽籤比例依舊偏低，抽不到公幼的年輕小夫妻每月都得額外加重一萬多元負擔，年輕人養不起，不敢生，難怪出生率低，台北少子化。

為減輕年輕人住的負擔，柯文哲競選時的四年兩萬戶公宅承諾全跳票，他這一<U+4EFC>內所有完工或即將完工的公宅都是郝市長規劃的。

讓市民住的更安全，讓市容更美，都更案在柯文哲任內也沒什麼進展，台北市近四十年的老舊公寓近四十萬戶，耐震係數嚴重不足，人口高齡化，老年人都沒辦法下樓了，柯文哲也毫無急迫感，一年才發約二百張建築執照，比起過去台灣經濟奇蹟年代，一年發三千多張建照，簡直不可同日而語。

柯文哲過去三年半不積極做事，每天講幹話空話。現在要選舉了，面對我對市政各議題的批評，柯文哲才急急回應。

幼教加強補貼，吃到飽的公共運輸月票也推動了，公寓大樓成立都更會也要補助百萬了，傳統市場改建也動起來了。這些很多還是丁守中的政見。

從這些現象看來，真正能讓市府動起來的不是柯文哲，而是對台北建設發展最有使命感的丁守中。既然如此，下次市長何必給柯文哲再浪費四年！",102,2305,28,35,1,2,18
"14","2018-06-04T10:35:53+0000","沒錯，各位，先前以為可以商借黨部11樓當競選總部。但因為還是要收租金，一坪1500元，算了算還是筆不小支出。那就算了吧，我們另外再找一個比較接地氣的地方吧！

其實黨部真的為難，經費拮据，做什麼都有黨產會盯著。所以我才一直跟各位朋友強調，窮黨要有窮黨的打法，國民黨和我自己都沒有資源，所以一定要打一場不一樣的選戰。

我們要靠理念與政策來爭取中間選民支持，大型造勢能減少就減少，要善用科技、通訊軟體和網路平臺的傳播力量。至於總部，我想大概要延到8月底、9月再成立了，因為一成立就要燒錢啊。",68,2335,26,19,3,4,5
"15","2018-06-03T09:47:18+0000","#丁守中 #拚臺北驕傲
北農總經理吳音寧爭議不斷，其實，吳音寧不是什<U+9EBD>誤闖叢林的小白兔，柯市長也不用把責任推給農委會，因為農委會早同意讓市府換人。
吳音寧的問題就是能力問題，哪有這麼高薪的實習生佔據這麼重要的職位？
只要丁守中當市長，馬上換掉吳音寧！！！

#北農 #總經理 #吳音寧 #丁守中當市長 #馬上撤換",149,2683,32,30,0,2,7
"16","2018-06-02T11:34:35+0000","#丁守中 #拚臺北驕傲
補助晨間運動團體
更可節省醫療花費

今天參加台北楊氏秘傳太極拳會員大會，致詞前我向每位會員深深道謝，因為有他們的推廣，讓更多長輩有機會出門運動<U+4E36>與人交朋友，身心更健康。

我過去當立委時候也曾向衛福部質詢，希望納入預防醫學概念，應該對晨間運動及長青會更多<U+596C>勵補助，鼓勵長者多出來運動，一年可以節省許多健保支出，這絕對是政府最值得的投資。

孤獨是最嚴重的文明病之一，有些長輩長期沒有親友可以對話，而人是群居的動物，長期與他人失去連結，一定會影響健康。

推廣運動相當重要，而且要從基層做起。

我若擔任台北市長，一定引進預防醫學概念，拿出一定比例<U+885E>生醫療預算，補助地方上運動社團，鼓勵更多人在社區運動，不分老幼，將台北建設為更樂活<U+4E36>宜居的城市。

#楊氏太極 #太極拳 #預防醫學 #鼓勵長者出門運動",47,1653,24,1,0,3,8
"17","2018-06-01T11:19:17+0000","小編：團隊裡有人覺得「丁丁頭」很酷，決定也來剃一下<f0><U+009F><U+0098><U+0084><f0><U+009F><U+0098><U+0084>",9,734,30,28,0,2,0
"18","2018-06-01T07:01:41+0000","小編表示：剃成丁丁也很好呀<f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>

#丁守中
#jj變丁丁
#男童表示不敢再剃頭
#有那麼慘嗎",11,655,3,107,1,7,0
"19","2018-06-01T01:56:08+0000","#丁守中 #拚台北驕傲 #反對松機改公園
在當下，松山機場可以留白

最近很多朋友關切松山機場遷建與未來活化的問題，還問我是不是沒有主張？當然不是，松山機場位於台北市的中心，這塊區域寸土寸金，我當然有想法。

但我們不必打空包彈，因為這完全與中央政策息息相關。桃園機場現在旅客營運量每年4000多萬旅次，遠超過原設計3000萬旅次，松山機場則有600萬旅次，如松機遷建，絕對要等桃園機場第三航廈完成，甚至第三航廈衛星廊廳完成才可望消化，至少要到2022或2025年以後才能實現，早就超過這一任市長任期了。

所以我主張，既然遷建要等下任市長第2任期才能考慮，在當下，松山機場議題就可以留白。我們可以及早規劃並開放討論，讓下一代來決定他們要什麼，任何一個城市，我們不能蓋得滿滿的。

但我還是反對把松機改做大公園，現在基隆河沿岸已有大佳、迎風、美堤、觀山、彩虹公園200多公頃公園綠地了，還要再去做公園，實在是一種浪費。
(照片引用自蘋果日報.風傳媒)
#松山機場 #遷建 #空包彈 #城市不能蓋得滿滿的",52,1298,17,3,0,1,1
"20","2018-05-30T04:00:08+0000","大家ㄧ起來看蘋果「八方聊天室」直播吧，讓我們透過直播，更了解你所不知的丁守中！",19,519,3,0,0,0,0
"21","2018-05-29T08:53:32+0000","這兩天陸續有新聞露出，趁機來宣傳一下我的IG

團隊裡的年輕人之前都很低調的在po文，紀錄他陪著我跑行程的點點滴滴。

雖然他常說他不是專業的，但我一直都很願意給團隊嘗試的機會，而年輕人的潛力無窮，相信透過學習，他們能做得愈來愈好。

給我們的IG一點建議吧！
網址：https://www.instagram.com/tingformayor2018/

#丁守中
#tingformayor2018
#instagram
#助理眼裡的丁守中",14,1639,17,5,0,0,1
"22","2018-05-29T04:08:23+0000","在中央黨部直播中，歡迎收看！

#丁守中 #洪孟楷
#tellme餵什麼
#中國國民黨KMT",41,1260,16,0,0,1,1
"23","2018-05-29T02:56:26+0000","#丁守中 #拚臺北驕傲 #一校一公托
市府應讓想進公托的
都能進公托幼兒園

前天，台北市公立幼兒園放榜。市府教育局統計，今年3至5歲班錄取率約為63%。不過，為什麼還是這麼多家長抱怨抽不到籤？

有個很重要原因，就是3至5歲班錄取優先順序是5歲幼兒優先錄取，基本上就占了九成，剩下一成又被4歲幼兒搶走，請問，那些3歲小朋友該怎麼辦？公立幼兒園對他們來說根本就是緣木求魚。

很多新手爸媽在小朋友2歲時要去搶幼幼班（2歲專班），只為取得直升幼兒園的資格。若沒搶到隔年還要去搶3至5歲專班，運氣差一點的爸媽，要每一年都期待一次放榜，一次次落空，等到孩子5歲才終於得償所望，能讓孩子進公幼。

我這次選台北市長有個很重要訴求，就是「一校一公托」，它絕對不是個選舉口號，而是我認為完全能做到並實踐的事情。

只要把閒置教室拿出來，提供場地與硬體資源，讓有證照的流浪教師、非營利公益團體、甚或民間幼托業者進來經營幼兒園，台北市政府免費提供托兒場地，我只要求民間業者必須將這些省下來的成本換成降低學費，比照公立幼兒園收費即可。

這些閒置教室也可做為日間托老中心，讓爺爺奶奶帶著孫兒女一起去上學，中午還提供一頓營養午餐，立可減輕年輕上班族托老育幼負擔。

有些事情，其實不難，只是看政府有沒有意識到問題與有沒有決心做而已。

我若選上台北市長，這絕對是我第一優先的政策。

#ㄧ校ㄧ公托
#育兒沒煩惱",115,5123,67,8,1,0,0
"24","2018-05-28T13:53:01+0000","#丁守中 #拚台北驕傲 #堅持讓台北更好
#三強鼎立 #唯一在野力量 #中間選民
民進黨畢竟是執政黨，長期以來在台北至少三成基本盤，姚文智出線，未來支持率絕不是現在的4%或10%，基本盤一定歸隊，又有中央資源挹注。柯文哲則掌握台北市龐大行政資源，把市府當作競選總部，反觀國民黨今天連黨工薪資都靠借貸度日，我們真的沒有任何樂觀的空間。

即便如此，面對艱難選戰，身為挑戰者，只能一步一腳印，全力以赴，以理念與政策號召不甘心台北日益沈淪的市民大<U+8846>與中間選民，大家共同努力，一起拚回台北的驕傲。
#柯文哲 #民進黨 #姚文智 #基本盤",58,1346,26,4,2,3,1
"25","2018-05-27T09:22:15+0000","今天在南港區的黨員慶生會上小露兩手，現炒高麗菜分送給大家享用。現場很多人不知道我會燒菜，但多年前我上遍了各大烹飪節目，包含美鳳有約<U+4E36>阿鴻上菜<U+4E36>趙少康的今夜不談政治，都曾邀請過我當來賓呢！

今天活動的主持人說我考過廚師專業證照，這中間也有個小故事。過去常常爆發食物中毒，我就在立院帶頭推動廚師專業證照，當時還親自參與考試，去了解實務運作時有哪些可以改進的細節。

那時上滿了8小時的食品衛生安全講習，筆試也拿了滿分。實做時有媒體前來拍攝，主考官怕打擾其他考生，就請我出去受訪，訪問結束後我完成了六道菜，主考官也稱讚說滿好吃的，但我考試時「中途離開考場」，按規定不能拿到證照，但我也的確從頭到尾經歷了一次證照考試，是個非常難忘的經驗！

治大國如烹小鮮，擁有一身好廚藝的丁守中早就準備好了！我將推出一道一道的市政美食和大家分享，要讓市民吃得飽也吃得好！都能在台北安居樂業！

#丁守中  #拼臺北驕傲
#阿丁師 #黨員慶生大會
#治大國如烹小鮮
#讓市民吃飽吃好",33,1314,20,8,0,0,0
"26","2018-05-27T01:48:06+0000","阿丁師
雖然是大熱天
看看丁丁來幫忙南港區高麗菜義賣而且秀廚藝
郝斌斌市長和許多內湖南港在地市議員參選人也趕來幫忙歐",116,2879,66,21,0,1,0
"27","2018-05-26T05:31:16+0000","#丁守中 #拚臺北驕傲 
#堅持讓臺北更好 
今天很高興能與許多國民黨議員和新生代朋友一同參加「愛台不斷電、青年護臺灣」全台接力路跑活動。反核食<U+4E36>反空污，是我堅定的立場，特別這場路跑由年輕人全程策劃，長達8天7夜，為理念而跑，格外有意義。

年輕人關心議題很多，年輕媽媽們更最擔心孩子的健康。反觀柯文哲市長為討好中央，在深澳問題上遲不表態，真讓人搖頭。

我深信，空污及核食問題，一定要好好把關，尤其深澳電廠絕不能啟用，這是我的堅定立場，大家放心，我一定堅持到底。

#國民黨 #愛台不斷電 #青年護臺灣 #全台路跑
#反深澳電廠 #柯文哲 #遲不表態",149,6190,61,15,0,1,2
"28","2018-05-25T08:37:37+0000","我國再少一友邦布吉納法索，外交地位岌岌可危，而布吉納法索的首都瓦加杜古，更是臺北市於2008年締交的姐妹市，縱然過去的友邦已離我們而去，但市與市間的雙邊交流仍應盡力維護，才能讓我國突破蔡英文執政以來所面對的外交寒冬，走向國際。

然而，市長柯文哲昨天面對媒體提問時，卻說與布吉納法索斷交：「跟臺灣有什麼影響？」顯示了柯文哲其口無遮攔的性格，直到今天才在他的臉書發文滅火，聲稱要提升經濟實力，並盡力進行城市外交，但柯文哲白目的發言已經出口，瓦加杜古若看在眼裡，將做何感想？

昨天洛桑管理學院公布了2018的世界競爭力報告，我國的競爭力倒退3名，被對岸狠狠超車。香港去年招商引資1071億美金、新加坡500億美金、首爾則有95.5億美金，反觀柯文哲上台後反商不斷、五大弊案打假球，廠商不敢和臺北做生意，導致招商成績一灘死水，只有2億美金，這樣子的成績，您還相信柯文哲有提升經濟的能力？

如果大家還有印象，過去柯文哲接見英國交通部長克雷默時，部長曾送給柯文哲一只懷錶，柯文哲卻失言說要「賣給收破爛的。」，若說臺北市的城市外交有什麼困境，最大的絆腳石就是柯文哲本人。臺北市憑藉過去的努力，在國際上仍有不少友好的城市，而我擔任立委的時候長年參與國際政黨外交、國會外交，臺北要國際行銷，需要一個宏觀視野的市長，帶領臺北市走出去。

#丁守中  #拼台北驕傲
#經濟一灘死水  #失言市長
#臺北要走向國際
#交給丁守中專業的來",87,897,5,95,7,15,64
"29","2018-05-25T04:50:22+0000","「丁咚丁咚」!!!初選出線後，非常多朋友很關心我除了一般行程，還安排些什麼活動?

跟大家報告，我先前說要密集拜會基層向里長請益的規劃不是說說而已，市黨部黃呂大姊帶著我和一些年輕幕僚從文山區開始，幾乎里長家一接一家，按門鈴登門拜訪。

也真虧得黃呂大姊有八年台北市民政局長經歷，讓我的「丁咚丁咚」之旅相當充實，非常多基層朋友給我各種各樣台北興革意見與政策建議，表達支持熱情，大家群策群力，雖然我沒有任何行政資源，但我對未來選戰充滿鬥志與信心。

這一圈跑下來，發覺大家真是太悶了，台灣與台北競爭力衰退，招商引資一攤死水，城市環境老舊，更新牛步化。需要我們一起動手，拚台北驕傲!!!

#丁守中 #堅持讓台北更好 #叮咚叮咚 #里長 #基層請益 #黃呂錦茹 #台北市黨部 #文山區 #大安區",59,2758,43,9,0,1,2
"30","2018-05-24T06:12:08+0000","#丁守中 #拚台北驕傲 #堅持讓台北更好
很高興上午在「母愛戰勝殘疾」頒獎記者會遇到呂秀蓮副總統。呂副總統長期為人權與女權奮鬥，以前我做學生時，她已經在推女權運動，和她已有接觸，她的直言、敢言與正直形象，代表社會正派力量，因此非常榮幸能和她同台。也感謝呂副總統肯定我正直、專業，以及長時間準備要為台北服務的精神。

今天這場周大觀基金會舉辦的活動，是為社會上許許多多熱愛生命的特別孩子加油打氣。大家到中正紀念堂，就能看到自閉天使王妤文、喜憨天使陳舒妏的繪畫與紙黏土作品。這些作品滿溢著愛與生命力，鮮豔生動的色彩躍然紙上，真讓人感動！希望大家多來看展，給孩子們多一點鼓勵！

#周大觀 #母愛戰勝殘疾 #呂秀蓮 #王妤文 #陳舒妏 #中正紀念堂",61,3559,50,11,1,1,0
"31","2018-05-22T00:35:10+0000","#恢復敬老金 #一坪換一坪 #拚台北驕傲
昨天到興安國宅與許多前輩座談，看到台北發展停滯不前，經濟一攤死水，都更寸步難行，大家實在悶太久了!

我之所以鍥而不捨競選台北市長，就是因為懷抱讓台北市民安居樂業的理想，我保證，只要一選上市長，就恢復發放被柯市長刪掉的敬老金，以追趕跑跳碰的速度推動都市更新，一坪換一坪、兩年搬新家，柯市長做不到的，我來做！

#堅持讓台北更好 #興安國宅 #銀髮族 #時間銀行",131,3017,43,15,1,5,12
"32","2018-05-20T07:11:56+0000","最近有好多朋友好關心，我與新北市長參選人侯友宜何時會會面?未來藍營在雙北會更緊密合作嗎?

請大家放心，雙北已經成為共同生活圈，所以無論台北市或是新北市，政策上當然也要結合在一起，尤其民眾最關心的軌道建設或空污等議題，我們更會協商看看是否提出共同政見，透過端出政策牛肉，讓雙北進一步共生共榮。

當然，近期因為我與侯副市長都在為國民黨議員參選人站台，加上合作平台架構與運作都要時間，所以請大家不要太著急，最快月底結果底定後雙邊就會安排同台，以及聯繫討論合作方案。

其實不只雙北如此，北北基，北北基桃，甚至未來六都，我們合作的空間都很大，大家相互支持，團結一致，才是台灣邁向未來的重要一步!!!

#丁守中 #拚台北驕傲 #堅持讓台北更好 #新北市 #雙北連線 #侯友宜 #雙北合作 #雙北連線 #共同生活圈 #北北基",97,2063,32,5,0,0,2
"33","2018-05-18T11:52:18+0000","斯文里開拆  打臉柯P 
一坪換一坪當然辦得到

斯文里三期公辦都更案今天拆除動工，很高興斯文里的住戶們能以一坪換一坪的條件搬進新家，這也證明了「一坪換一坪，兩年搬新家」當然辦得到！柯文哲先前不斷唱衰我推動「一坪換一坪」是「幻想」的說法不攻自滅！

我不斷強調，臺北市太老太舊，勢必要用大幅容積獎勵當誘因，維護民眾安全並改善居住品質。除了一坪換一坪外，甚至能附帶一個停車位供市民使用，這樣市民才會放心將老房交給市府，讓市府幫你蓋新房。

柯文哲不去反省三年來台北市更新牛步化，找不出有效方法，沒有貫徹到底的信念，當然一事無成，更是明顯失職。臺北市的市長哪能如此沒遠見？

尤其都市更新也考驗著市長的魄力。因為公辦都更最難的部份，是要整合所有住戶意見，一方面要以最高的熱誠去說服住戶，遇到堅不配合、漫天喊價的釘子戶，更要以具體行動保障多數住戶的居住正義。丁守中專門對付釘子戶，讓我來做市長，讓專業來接手，一定能加速臺北市的都市更新，讓臺北變得更榮繁宜居！

圖片取自中央社

#丁守中 #拼台北驕傲 #堅持讓台北更好
#加速都市更新
#一坪換一坪
#丁守中專門對付釘子戶",49,1155,16,30,3,3,95
"34","2018-05-18T05:53:36+0000","#加油啊 #傘兵弟兄
全民集氣    祝福秦良丰康復

傘兵就是突擊部隊，風險最大，從跳出機艙那刻就已置個人死生於度外，因為面對的是敵人猛烈的防空機炮彈雨炮火，及未可知著地命運。所以國家一定要給軍人尊榮與優厚的待遇！

向陽光男孩傘兵秦良丰致敬，號召全民集氣，祝福他早日康復！

#集氣 #早日康復 #秦良丰 #國軍辛苦了",41,1782,50,1,10,3,0
"35","2018-05-17T12:00:53+0000","一校一公托亂開支票？
只證明柯文哲使命感不夠強!

昨天柯文哲被議員質疑幼兒園公共化進度太慢，要到111年才能達到公共化的目標，議員也提到，我拋出「一校一公托」政策，能大量運用閒置校舍及流浪教師，讓每個市民的孩子都能進公托。沒想到，柯文哲反過來酸我「亂開支票」，只能說，這證明了柯文哲的使命感不夠強！

少子化、高齡化的問題持續多年，臺北市學校空有教室卻沒有學生，有遠見的市長應大量整合學校及社區資源，將閒置教室變成公立幼兒園和長照中心，減輕年輕人負擔，讓臺北成為托老育幼都能安心的城市。

柯文哲執政剩最後一年，當初承諾擴大公幼比例至7成，現在不是也「跳票」了嗎？

柯文哲太自大了，才會以為他做不到的，別人也都做不到。大家想想，過去我說「都更一坪換一坪，還送停車位」，不也被柯文哲酸是「幻想」？後來也被前行政院長張善政證明，臺北市其實是可行的。

讓我來做市長，無論「一校一公托」或「一坪換一坪」，我都會向市民證明丁守中<U+8AAC>到做到。

#丁守中 #拼台北驕傲 #一校一公托 #加速都市更新 #說到做到絕不打折 #讓專業的來",41,1227,17,9,0,0,16
