"Media","month","date","V2","V3"
"158","UDN","02","22","黨務主管唱衰打不贏柯P？ 丁守中批：該下台"," 前立委丁守中上午參加市黨部新春團拜受訪時表示，媒體報導部分黨務主管似乎抱持失敗主義，甚至唱衰打不贏年底選戰，這樣的黨務主管就應該下台。圖／報系資料照分享  facebook   前立委孫大千、張顯耀宣布投入台北市長國民黨內初選，台北市長擬參選人、前立委丁守中上午參加市黨部新春團拜受訪時表示，媒體報導部分黨務主管似乎抱持失敗主義，甚至唱衰打不贏年底選戰，這樣的黨務主管就應該下台。 丁守中表示，這麼多人想要參選，代表國民黨人才濟濟，才能選出最強的人，打贏年底選戰，所以是件好事，對自己初選勝出相當有信心，一定全力以赴，年底選票上也一定會有他的名字。 丁守中也說，初選時程越早決定越好，畢竟在野黨必須仰攻，同時這麼多人出馬，就是對打贏選戰有信心，認為柯P的施政不被市民接受。反倒是媒體報導，部分黨務主管似乎抱持失敗主義，甚至唱衰打不贏年底選戰，這樣的黨務主管就應該下台。 丁守中強調，國民黨在台北市應該早點提名，依據黨的遊戲規則進行君子之爭，選出最強的人，團結贏得年底大選。他也說，選戰不必這麼多亂七八糟的謀略，民眾期待的是最傑出、最有信心、最有使命感的人出來參選。他有信心自己一定能打敗柯P，贏回台北的驕傲。"
"159","UDN","02","22","藍台北角逐者眾… 失敗者聯盟？吳敦義回擊"," 國民黨台北市長初選角逐者眾，黨主席吳敦義（左）說，會先協調辦理初選。圖為國民黨新春團拜，右為馬英九。記者胡經周／攝影分享  facebook    陸委會前副主委張顯耀、前立委孫大千昨天同一天宣布參選台北市長，爭取國民黨提名。面對國民黨角逐者眾，黨主席吳敦義指出，會逐漸協調、辦理初選，不怕人多，一定會用公開、公平、公正方法，先進行黨內協調，必要時進行全民調來決定提名人選。 國民黨台北市黨部主委黃呂錦茹說，台北市長與議員初選預計三月十五日開始作業，四月中旬提名完成，以民調輸贏決定候選人。陸委會前副主委張顯耀（前排左三）昨天舉行參選台北市長記者會，邀「漫威英雄」站台。記者侯永全／攝影分享  facebook    國民黨目前已有前立委丁守中、鄭麗文，市議員鍾小平表態爭取台北市長提名，張顯耀昨天以「贏回台北，捨我其誰」為主題，表示要終止台北市長柯文哲無厘頭、即興式施政。 孫大千表示，他參選台北市長的四道力量，分別是為了改變自己、改變國民黨、給台北市不同的定位與價值、為地球提供台北正能量，台北市要成為全球一流的都市。 由於張顯耀、孫大千原本都是親民黨主席宋楚瑜的子弟兵，媒體問張顯耀，此次參選是否為宋楚瑜的戰略布局，張顯耀說，完全沒有任何人主導。 儘管目前多人有意參選，但黨內人士坦言，未必能撼動柯文哲，黨中央應繼續尋找能打敗柯文哲的人選。 至於外界戲稱目前表態參選台北市長的人，都是過去參選立委落敗的「失敗者聯盟」，吳敦義回稱，不要講這種苛薄的話，大家不要忘了，「有一位是台北市長落選了選上總統的」。 黨內也有人主張，與其讓前台北縣長周錫瑋、新北市副市長侯友宜在新北市消耗內鬥，可思考是否要徵召周錫瑋到台北市參選。 不過，黨內人士強調，檯面上這麼多人要選，徵召空間很低。 "
"160","UDN","02","23","首拋政見 孫大千提都更「有條件一坪換一實坪」"," 孫大千首拋政見，提都更「有條件一坪換一實坪」。圖／孫大千提供分享  facebook    台北市長擬參選人、國民黨前立委丁守中提都更方案，當選後要讓台北市都更能一坪換一實坪，遭內政部次長花敬群批評這種口號「虛偽性大於可行性」。同樣要爭取代表國民黨參選台北市長的孫大千，則是提出「有條件的一坪換一實坪」，要供內政部都更官員及台北市長柯文哲參考，希望能夠成為最大共識。  第一步，先進行台北市都市計劃通檢，針對公共設施容受力進行評估，進行基準容積之全面檢討。 第二步，劃設「都更策略地區」，藉由公共設施通檢了解公共設施的需求，預計未來於都更時提升公共設施質量，同時以公私合作關係共同進行都市更新。 第三步，在不影響大台北生活品質的條件下，以總量容積管制的原則進行基準容積調整，除了達到不減損原生活空間質量外，也可以一定比例之<U+5897>額容積創造青年住宅，解決舊的居住品質，創造新的生活價值。 第四步，符合下列兩項條件的都更案件，得以達到「一坪換一實坪」的目標： （1）屬高危險潛勢之「都更策略區」，且符合「急迫預防性防災型都更」的各種必要條件。 （2）該案件以提供「垂直化公共設施」的方式爭取增額容積，並且藉由建築及都市設計手段，調整周邊之微氣候，達到提升周邊舒適度及降低自身的碳排放，不會減損原生活空間質量。  "
"161","UDN","02","23","柯文哲「都更幻想」說掀論戰 專家這麼說"," 花蓮強震後，推動防災都更議題引人關注，市長柯文哲日前表態「都更一坪換一坪」是幻想，引各方討論。 記者游智文／攝影分享  facebook     花蓮強震後，推動防災都更議題引人關注，台北市民關心若北台灣強度六級以上地震，房舍倒塌將不計其數。市長柯文哲日前表態「都更一坪換一坪」是幻想。對此，有意角逐市長寶座的丁守中，批評柯的都更政策「沒有同理心」，並承諾當選後一定履行「一坪換一坪，外加一個停車位」的政見。內政部次長花敬群則認為一坪換一坪是虛偽口號，會激發人性貪婪。 吉家網不動產董事長暨房仲全聯會榮譽理事長李同榮表示，都更一坪換一坪<U+7D76>不是幻想，但也<U+7D76>不是無條件放行，他主張防災都更優先，有條件的放行，不能政策買票<U+4E36>通通有獎。 李同榮指出，政府對防災都更始終毫無治本的對策，對於地震災害威脅總是半夢半醒，九二一地震喚醒政府修訂建築法，提高各區建築物耐震系數與耐震標準，然而對九二一地震以前近562萬戶的老舊建築，始終沒有進行全面性耐震力盤點，政府空列安家固園的470億元預算，執行力卻只約12%，主要問題就是缺乏主動積極的公權力介入。 因此，只有全面性強制檢測建物耐震力，針對具倒塌危險之建物，強制拆除都更，並給予這些具倒塌危險建物住戶「一坪換一坪」的誘因，才能順利推動防災都更，全面做好防災準備。 李同榮指出，柯P市長<U+8AAC>一坪換一坪是幻想，花次長讚聲是虛偽性口號會激發人性貪婪，但擺在眼前的是都更寸步難行，影響的是人民生命財產與安全，光靠老屋重建，是打假球，要百分之百住戶同意，只有公營機構與大企業單一所有權人受惠，根本無法全面防災。 而丁守中立委所提「一坪換一坪外加一個車位」的政見，並未設定門檻，就會<U+7523>生通通有獎的政策買票現象，顯然也不盡公平合理。因此，防災優先且有條件的「一坪換一坪」才是治本也是治標的良好都更政策。 李同榮表示，花蓮地震重新喚醒政府重視，但政府做的只是片面性針對921之前九樓以上老屋檢測耐震力，但這樣就能徹底解決防災問題嗎？因為9樓以上出問題就全面檢測，難道要等下一次災害出現九樓以下建物倒塌才要全面檢測嗎？這<U+69D8>政策會讓人認為我們是頭痛醫頭 腳痛醫腳的政府。 他表示，唯今之計，政策要蘿蔔與棍子並行，針對921之前562萬戶全面檢測耐震力、針對危屋分級分類，可改善的提供補助，不可改善的要立法強制拆除重建。 針對危屋<U+4E36>防火巷過小<U+4E36>屋齡超舊嚴重妨害市容的建築，給予分級都更<U+596C>勵，迫切性的危樓，可提供容積獎勵，以一坪換一坪的較高誘因，才能順利推動。"
"162","UDN","02","23","都更一坪換一坪 花敬群：看條件"," 內政部次長花敬群。 （聯合報系資料庫）分享  facebook    都更是否能「一坪換一坪」，在台北市市長選戰中已掀起論戰，不過內政部次長花敬群昨（22）日表態，直指一坪換一坪是「虛偽性遠高於可行性」，不認同以此做為都更口號。 台北市長柯文哲力推都更，但多次於公開場合指出，市民心態應該要改變，不可能都更一坪換一坪、還加停車位；但近日台北市長擬參選人、國民黨前立委丁守中高喊：「我做得到。」較勁意味相當濃厚。 花敬群表示，一坪換一坪是條件問題，當房子面積愈小、可以蓋的面積愈多、當地房價水準愈高，就愈有機會換到；就他了解，北部地區一坪最高可以換到四坪以上、新北市也有一坪換六坪的案例。 花敬群表示，台北市絕大多數公寓可能可以做到一坪換一坪，但是全台灣大多數地方沒辦法做到，如果以一坪換一坪作為都更政策的方向，基本上是一個不理想、不好的作為，喊出這樣的政策口號，是相當不智的作法，「我們不願意喊這種口號，因為虛偽性遠高於可行性。」 "
"163","UDN","02","23","黨務主管唱衰北市長選情 丁守中：應下台"," 陸委會前副主委張顯耀（左），主動向前總統馬英九握手致意，馬英九也一度握拳喊加油。 記者林俊良／攝影分享  facebook    國民黨台北市黨部新春團拜，有意參選台北市長的前立委丁守中和陸委會前副主委張顯耀、議員鍾小平都出席。對於藍營內部唱衰台北市長選情，丁守中說，部分黨務主管抱持失敗主義，這樣的黨務主管應該下台。這麼多人想要參選台北市長，代表國民黨人才濟濟，他對初選勝出有信心。 丁守中說，在野黨必須仰攻，初選時程越早決定越好，選戰不必這麼多謀略，民眾期待的是最傑出、最有信心、最有使命感的人出來參選。 張顯耀昨天參加新春團拜，主動與前總統馬英九握手。張因共諜案在馬任內被拔官，後來獲不起訴處分，張顯耀昨說，該案當時對兩岸關係、互信造成很大傷害，後來貨貿協議、互設辦事處也停了；他覺得最好的辯白，就是北檢的不起訴處分書。 "
"164","UDN","02","24","丁守中批柯文哲不如黃大洲 台北市變小聯盟","  台北市長參選人丁守中上午在士林區舉辦首場區政座談會，推崇老市長黃大洲，認為他苦幹實幹，4年任期打造內湖科技園區、大直重劃區、台北捷運、大安森林公園等現代都會基礎，但台北市在柯P手下從大聯盟被打退到小聯盟蹲牛棚。 丁守中也說，柯P四年下來，最令人印象深刻的作為應該就是刪掉老人重陽敬老金，結果全台灣都有，連柯P爸爸媽媽都在領，只有台北市的老人沒有。 丁守中強調，台北市的北投士林科技園區第一期都完成了，市中心這麼大塊土地，柯P擺在那裏閒置，卻只知道撒些草花種子。 丁守中在演說時特別推崇黃大洲對台北的貢獻，大安森林公園創造了城市的綠肺，中華路再造以及鐵路地下化，更帶動西區發展。 他並強調，在打造台北捷運系統方面，黃大洲決定六線建設齊發，以長痛不如短痛的精神，創造台北軌道交通的願景，更全盤改善台北交通。台北市長參選人丁守中上午在士林區舉辦首場區政座談會。獲得支持者贈送鳳梨。記者楊正海／攝影分享  facebook   "
"165","UDN","02","25","張金鶚：都更1坪換1坪 沒白吃的午餐"," 政大地政系教授張金鶚。 圖／聯合報系資料照片分享  facebook    花蓮強震後，都更議題又成為焦點。台北市長參選人丁守中提出都更方案，當選後要讓台北市都更一坪換一實坪，遭到內政部次長花敬群批評是虛偽大於可行性。 曾任台北市副市長的政治大學地政系特聘教授張金鶚說，天下沒有白吃的午餐，有些案例可以一坪換一坪，甚至一坪換高過一坪，但有些不行，狀況很複雜，單講一坪換一坪是簡化的說法。 張金鶚說，每個地方狀況都不一樣，如果在土地價值較貴的地點，再加上老屋建物原來的容積可能沒有那麼高，打掉重建之後，加上容積獎勵，一坪換一坪的機會就相對提升。要是在土地價值較低廉的地點，重建後加上容積獎勵的價值還是不夠，就不太可能一坪換一坪。每一個案例都要去評估都更建築的價值、改建的成本、容積獎勵的價值和原來土地的價值，以及彼此之間的關係。如果全部都更都要一坪換一坪，等於政府要進行很多補貼，或是要求建商不賺錢，幾乎都不可能。 "
"166","UDN","02","25","馬英九回鍋選北市長？ 柯文哲：奇怪的題目"," 台北市長柯文哲（右二）出席林安泰古厝舉辦抓週收涎活動，祝福新生兒們平安長大。 記者余承翰／攝影分享  facebook    角逐國民黨提名參選台北市長人數眾多，除前立委丁守中、張顯耀、孫大千、前行政院發言人鄭麗文、台北市議員鍾小平外，最近又有人點名前總統馬英九參選台北市長。台北市長柯文哲上午對於有關馬英九參選的問題，他說，這是奇怪的題目。 民進黨立委姚文智批柯文哲在228紀念日該做的都沒做，柯文哲說，該紀念的，該怎樣的，該怎麼做就怎麼做，但不要做這種意識形態的操弄，或政治的運用，他個人不喜歡。至於228當天安排那些行程，他說，都是幕僚安排，當天中樞紀念儀式一定參加。 "
"167","UDN","02","25","馬英九回鍋選台北市長？ 柯文哲：奇怪的題目"," 角逐國民黨台北市市長參選人人數大爆炸，除前立委丁守中、張顯耀、孫大千、前行政院發言人鄭麗文、台北市議員鍾小平外，近日又增加一名人選，外界點名前總統馬英九參選台北市長。 台北市長柯文哲今早出席活動時受訪，媒體問及對馬英九參選的看法，柯皺眉短回「這是奇怪的題目」。"
"168","UDN","02","25","都更一坪換一坪？張金鶚：天下沒有白吃的午餐","  花蓮強震後，都更議題再度成為焦點。台北市長擬參選人、前國民黨立委丁守中日前提出都更方案，指當選後要讓台北市都更能一坪換一實坪，但遭到內政部次長花敬群批評是「虛偽性大於可行性」，引發口水戰。 曾任台北市副市長的政治大學地政系特聘教授張金鶚則強調，天下沒有白吃的午餐，每一個地區的狀況都不一樣，有些可行，有些不可行，一坪換一實坪是簡化的說法。 針對都更議題，台北市長柯文哲曾表示，希望部分民眾心態要改變，不要幻想一坪換一坪，外加車位，興建期間還不用出租金。對此，丁守中則回應，當選後要讓北市都更一坪換一實坪，花敬群日前接受廣播專訪則表示此種政見是虛偽性大於可行性，不可能做得到。 張金鶚則說，每一個地方的都更狀況都不一樣，如果在土地價值較為昂貴的地點，再加上老屋建物原來的容積可能沒有那麼高，打掉重建之後加上容積獎勵，一坪換一坪的機會就相對提升；不過要是在土地價值較低廉的地點，重建後加上容積獎勵的價值還是不夠，就不太可能一坪換一坪。 他認為，視每個地方條件的不同，有些案例可以一坪換一坪，甚至一坪換高過一坪，其他則不行，狀況很複雜，單講一坪換一坪是簡化的說法。 他強調天下沒有白吃的午餐，每一個案例都要去評估都更建築的價值、改建的成本、容積獎勵的價值和原來土地的價值，以及彼此之間的關係。他認為，如果全部都更都要一坪換一坪顯然是不太可能，等於政府要進行很多補貼，或是要求建商不賺錢，幾乎都是不可能的事情。政大地政系教授張金鶚。 圖／報系資料照分享  facebook   "
"169","UDN","02","27","送愛到全台 KMT北市公職參選人捐熱血"," 國民黨台北市黨部上午邀集2018台北市長參選人丁守中、鍾小平、張顯耀及台北市議員擬參選人，一同前往松壽路上臨時捐血中心捐血，希望以實際行動號召民眾響應，一同捐血獻愛心，同時也為即將到來的選戰暖身。 台北市長參選人鍾小平最先抵達現場，發表感言後上到捐血車上捐血，而另一位參選人丁守中隨後來到現場，兩人在捐血車上相遇，短暫問候沒有太多交談，最後一位抵達現場的台北市長參選人張顯耀來到現場，因有其他行程，發表感言後隨即離去沒有捐血。國民黨台北市黨部上午邀集2018台北市長參選人及台北市議員擬參選人一同捐血，同時也呼籲民眾響應活動，一同捐血獻愛心。記者杜建重／攝影分享  facebook   台北市長參選人鍾小平(左)與丁守中(中)在捐血車上相遇，短暫問候沒有太多交談。記者杜建重／攝影分享  facebook   國民黨台北市黨部上午邀集2018台北市長參選人丁守中(右三)與市議員擬參選人一同捐血，為即將到來的選戰暖身。記者杜建重／攝影分享  facebook   國民黨台北市長參選人張顯耀來到活動現場，因有其他行程，發表感言後隨即離去。記者杜建重／攝影分享  facebook   "
"170","UDN","02","28","影／北市選戰民調3人對決 柯P壓倒性領先"," 台灣民意基金會28日舉行「天龍國選民眼中的柯文哲」民調發表會，結果顯示，儘管台北市長柯文哲在重大政策有過半數選民不滿，但是依然吸引許多淺藍、淺綠及中性選民的支持。因此，無論台北市長選舉是兩人對決，還是三人局面，柯文哲的支持度都還是第一名，外界也研判，民進黨推不推人迎戰，將牽動民進黨2020總統大選布局。2018年台北市長選舉，到底民進黨是不是真如前總統李登輝所說的，黨內沒有人可應戰，台灣民意基金會公布最新民調，其中，如把浮出檯面的柯文哲、民進黨姚文智和國民黨丁守中3人，當作主要競選對象，47.6%支持柯文哲，25.2%支持丁守中，15.6%支持姚文智，顯示柯文哲依然贏面最高，而如果民進黨不推人的話，柯文哲更是以54.7%大幅領先丁守中的31.1%，擁有壓倒性的優勢。 東華大學教授施正鋒指出：「柯文哲在學歷高的支持度也是蠻高的，但民進黨傳統支持者學歷是比較低的，你原本20到30歲就是講話kuso就可以了，但目前看來不止這樣，我會詮釋，在這個政黨體系下的選民，與傳統的政黨認同有脫鉤。」 柯文哲：「 選舉還很久，我對這次選舉的想像是，我們這種連任的努力把事情做好就好，也不用去做甚麼廣告，就把市政做好就是最好的廣告。」柯文哲出席 二二八事件71周年中樞紀念儀式。記者林洧旭／攝影分享  facebook   "
"171","UDN","02","28","陳菊指柯文哲隨藍營踹 柯：也常被民進黨踹"," 高雄市長陳菊（圖）27日接受中央社專訪時說，政壇上很少有台北市長柯文哲這樣非典型的政治人物，講話比較直白，很多發言「如果是我們，不會這樣表達」，當然這樣和柯文哲比起來，「就不是那麼可愛」。中央社分享  facebook    高雄市長陳菊接受中央社專訪時說，台北市長柯文哲常跟著藍營「踹」民進黨與高雄市，讓她感到奇怪；對此，柯文哲今天說，他也常被民進黨踹，還好。 柯文哲多次批評民進黨，引起綠營基層反彈。陳菊接受中央社專訪時說，「當國民黨若干議員罵我們，他就順著也踹我們一下，我都覺得好奇怪。」 柯文哲今天下午出席二二八中樞紀念儀式，會後受訪時說，「可是我也常常被民進黨踹啊！這也還好。」 針對台灣民意基金會公布台北市長選舉民調，若民進黨自推人選，柯文哲獲47.6%支持、前國民黨籍立委丁守中25.2%、民進黨籍立委姚文智15.6%。柯文哲說，如今離選舉還很久，而他對選舉的想像是連任的人努力把市政做好，就是最好廣告，不用多做其他宣傳。 壹週刊報導，民進黨高層私下找姚文智談話，思考是否再度禮讓柯文哲的時間點在5月初，關鍵是姚文智的民調表現，若姚文智民調低於20%，就會禮讓柯文哲；若高於25%，提名機會非常大。 柯文哲說，民調一說他完全不知情；至於確定要不要禮讓的時程，他說，2014年選舉時，民進黨到6月才全盤底定與他聯盟，只要今年確定時間在6月中，也不算特別慢。"
"172","UDN","02","28","民調輸柯文哲 丁守中：最近曾只差4%"," 台灣民意基金會發布台北市長民調，柯P保持領先，對此，台北市長擬參選人、前立委丁守中說，民調高高低低，最近也有民調顯示他與柯P之間的差距只有4%，且國民黨至今還沒有正式提名，離選舉時間還很長，他全力以赴，贏得勝選。 丁守中上午參加國民黨士林區黨部活動時，媒體提問，民調顯示他獲得藍營60%支持，明顯領先其他表態參選者，丁守中說，他早已鎖定柯文哲作為對手，將全方位檢驗柯P施政不力的缺點，一定會全力以赴，幫市民找回台北的驕傲。 至於媒體追問退役軍人昨天赴立院抗議年改爭議，丁守中也強調，軍人犧牲奉獻、保家衛國，世界各國均對退伍軍人高度尊崇，同時給予特別優渥的禮遇。如今民進黨政府嚴重違反信賴保護原則，每天汙名化軍公教，導致保家<U+885E>國的退伍軍人走上街頭，各軍校招生不足，絕對是很大的警訊，民進黨政府真的要徹底檢討，更一定要給予退伍軍人特別的照顧。台北市長擬參選人、前立委丁守中。記者楊正海／攝影分享  facebook   "
"173","UDN","02","28","藍綠北市長各支持誰 丁守中、姚文智最夯"," 台灣民意基金會今發布2018台北市長選舉相關民調，結果顯示，在民進黨方面，目前表態參選的立委姚文智、前副總統呂秀蓮以及前台南縣長蘇煥智3人，姚文智獲得38%最高支持；在國民黨方面，對於已表態的前立委丁守中、張顯耀及孫大千，丁守中則獲得60%支持。 跟姚文智相比，呂秀蓮有21%支持，蘇煥智有10.3%支持，30.9%不知道或不支持；跟丁守中相比，僅7.1%支持孫大千，3.1%支持張顯耀，29.3%不知道或不支持。 本次調查時間為2月24至25日，以台北市20歲以上成年人進行電話抽樣調查，有效樣本1070人，抽樣誤差在95%信心水準下約正負3個百分點。姚文智（右）。聯合報系資料照／記者陳柏亨攝影分享  facebook   丁守中（右）。聯合報系資料照／記者邱瓊玉攝影分享  facebook   "
"174","UDN","02","28","民調／姚文智若出馬 民進黨超過半數支持柯文哲","  台灣民意基金會今發布2018台北市長選舉相關民調，針對現任台北市長柯文哲、民進黨立委姚文智和國民黨前立委丁守中3人中傾向支持誰，結果發現，有47.6%支持柯文哲，25.2%支持丁守中，僅15.6%支持姚文智，其餘11.7%為不知道。 台灣民意基金會發現，在民進黨認同者中，有51%支持柯文哲，僅37%支持姚文智，6.3%支持丁守中，5.8%為不知道；在國民黨認同者方面，有55%支持丁守中，38%支持柯文哲，2.3%支持姚文智，4%為不知道；中間選民方面，54%支持柯文哲，20%支持丁守中，7.6%支持姚文智，18.7%不知道。 台灣民意基金會分析，在50歲以下選民中，柯文哲有壓倒性的優勢，領先丁、姚的幅度從18%到50%不等，同時，姚文智在60歲以上選民所獲得的支持明顯超過丁、柯；在外省選民方面，43%支持丁守中，41%支持柯文哲，兩人相差不遠，而姚文智僅獲得5.2%支持，這顯示柯文哲在爭取外省選民支持方面，也可以和國民黨的丁守中分庭抗禮。 本次調查時間為2月24至25日，以台北市20歲以上成年人進行電話抽樣調查，有效樣本1070人，抽樣誤差在95%信心水準下約正負3個百分點。姚文智。報系資料照分享  facebook   "
"175","UDN","03","01","被酸悲劇人物、哀兵必勝 丁守中回嗆洪耀福：可悲","  民進黨秘書長洪耀福今評台北市長選戰時，他說滿同情前立委丁守中，大家都不看好，丁應該利用「哀兵必勝」，引起別人的同情，但悲劇人物可以把它演得很精彩。丁守中晚間則回嗆洪耀福可悲，令人根本瞧不起。 丁守中說，他不會用同情這個字，而是根本看不起民進黨黨主席及秘書長，只考量自我總統大選利益，卻壓抑自我同志，在台北市怯戰。 丁守中表示，面對台北市長柯文哲，國民黨有好幾個人磨刀霍霍，民進黨黨中央卻只會算計總統大選，而自失黨格，不敢表明派不派人選，洪秘書長只服務黨主席一人，壓抑同志，「可悲啊，可悲到令人根本瞧不起！」被酸悲劇人物、哀兵必勝，丁守中回嗆洪耀福可悲。圖／報系資料照分享  facebook   "
"176","UDN","03","01","孫大千自稱台北人 洪耀福：以前投你的人是笨蛋嗎？"," 民進黨備戰台北市長選舉，是否與現任市長柯文哲合作仍是未知數。民進黨秘書長洪耀福今天表示，雙北徵召會最後處理，「我們不急。」至於國民黨最近冒出多人喊聲要參選台北市長，對此他說，國民黨一堆人擠在北部，連前立委孫大千也突然說自己從小在台北長大，孫在桃園當立委那麼久，卻突然說自己是台北人，「難道以前在桃園投給你的人是笨蛋嗎？」 目前藍營有意參選台北市長的人選包括前立委丁守中、孫大千、張顯耀及台北市議員鍾小平。對此洪耀福說，他最近還是很同情丁守中，因為立委蔣萬安宣布不選台北市長之後，大家還是看不起丁守中，「丁守中應該要用哀兵政策，哀兵必勝。」 洪耀福也替自家立委姚文智講話，他說，光看姚對市政的想像力，就知道姚是有未來性的政治人物。民進黨秘書長洪耀福今天表示，對連前立委孫大千也突然說自己從小在台北長大，孫在桃園當立委那麼久，卻突然說自己是台北人，「難道以前在桃園投給你的人是笨蛋嗎？圖為孫大千。圖／孫大千提供分享  facebook    "
"177","UDN","03","01","慈湖靈柩潑漆事件 丁守中怒：228成政治攻擊、無政府日"," 桃園慈湖陵寢228當天發生台獨團體潑漆棺柩事件，台北市長擬參選人、前立委丁守中指出，政府不應縱容，應予嚴懲。並痛批228假期已經變成「政治攻擊」的「無政府日」。 台北市長候選人丁守中發表聲明，對民進黨政府這兩年來挑動政治仇恨、撕裂社會互信，表達強烈譴責。並指出，去年底，民進黨利用「一例一休」爭議做掩護，通過「促進轉型正義條例」，全面完成醜化蔣中正總統、醜化中華民國在台灣合法性，是當前社會對立難以化解的<U+3FC2>結。 聲明中指出，出生在台灣，身為中國國民黨黨員，他肯定蔣總統是中華民國現代史上有功勳的政治人物。大陸失守有過，建設台灣有功。某些媚日人士「認賊作父」，但台灣人絕對不該「忘恩負義」，國民黨如果重返執政，應該全面檢視歷史、廢除轉型正義條例、重建蔣總統的歷史評價。 丁守中說，蔣總統是中國國民黨的總裁。中國國民黨在總裁的帶領下來到台灣，建設台灣。中國國民黨不能縱容總裁遺體任人羞辱，既然蔡政府已經不能保護在慈湖靈柩暫厝。他呼籲，中國國民黨應該立即與蔣家後人積極推動、斡旋「兩蔣」移靈安葬事宜。 此外，「兩蔣」建設台灣有功。五指山國軍公墓早已規劃有兩蔣特勛墓園。他主張「兩蔣」就應該及早下葬，長眠於台灣，永受台灣後人的紀念。「兩蔣」身後事，也是中國國民黨無可逃避的歷史責任。慈湖靈柩潑漆事件，丁守中發表聲明指出228成了政治攻擊的無政府日。圖／報系資料照分享  facebook   "
"178","UDN","03","03","批蔡背離創黨初衷 蘇煥智退黨參選台北市長"," 前台南縣長蘇煥智上午宣布退出加入27年的民進黨，投入台北市長選舉，他表示台灣不能再等，很多鄉親到場支持。 記者曾吉松／攝影分享  facebook    前台南縣長蘇煥智上午宣布參選台北市長，並退出加入27年的民進黨。他批評蔡英文政府上任後，對於台灣當前經濟困局及少子化、高齡化、貧窮化的問題，仍然沒有提出具體有效的對策。 蘇煥智說，蔡英文接任總統已經1年9個多月。他跟蔡英文都是1974年進台大，原本對蔡英文帶領台灣人民走出困局，有一些期許。照理應該朝向經濟小政府，愛心大政府的方向，但目前政府卻仍然抱持過往威權體制心態，太多不合理不合宜的限制，正綑綁著台灣經濟的手腳。這與他重視經濟自由，善用民力的理念衝突。 至於對於少子化、高齡化、大量貧窮化，他表示，需要政府聞聲救苦，提出更具體完整的政策，照顧這些弱勢，可惜這部份也沒看到政府提出可行的解決方案。這跟他個人一貫弱勢優先，建立完整社會安全網的理念有距離，也與民進黨創黨的初衷相背離。 蘇煥智說，他如果繼續留在民進黨內，已無法再對台灣有所貢獻。台灣真的不能再等，人民也不能再等，他宣布退出參加了27年的民進黨。 對於台北市長柯文哲，蘇煥智表示，柯是聰明人，但市政績效大家感受是政績平平，台北應該可以更好，他未來會把市政藍圖，包括都更、社會住宅、城市重新定位、經濟發展、青年創業、面對高齡化社會的議題，都會陸續推出。 退黨參選是否會讓國民黨在北市選舉得利，蘇煥智說，中間遊離的選民比例已經擴增，若停留在藍綠思考就是停滯，思考應該有開創，創造新的格局，而非看過去藍綠的版塊。 蘇煥智表示，退黨是他個人決定，沒有公開講，朋友都說不忍心，但台灣不能停滯在此 ，要有新想法要去突破，活化台北，這些才是民主應該關心的課題，但黨現在很忙，沒時間關心這個問題。  【記者魏莨伊／台北報導】蘇煥智上午宣布退出民進黨，參選台北市長，台北市長柯文哲表示，不意外。他說，市場決定一切，產品不弄好，整天想把對手幹掉也沒用。那麼他是不是好產品？柯文哲說，他倒覺得他這個產品愈來愈好，倒是蘇脫黨，他覺得很奇怪。  【記者楊正海╱台北報導】蘇煥智退出民進黨參選台北市長，爭取國民黨提名參選台北市長的丁守中說，這是民進黨權謀，沒把市民福祉放在眼裡的結果，這只是民進黨基層反彈的冰山一角。 丁守中說，蘇煥智宣布不惜脫黨參選，只是民進黨基層反彈的冰山一角，相信這股風潮不會停歇，最後會導致民進黨更大的權力鬥爭風暴。但顯然只算計自己權謀利益的民進黨，還是只會支持柯文哲上陣。  【記者周佑政／台北報導】蘇煥智退出民進黨，投入台北市長選舉。前副總統呂秀蓮上午表示，一年多來，她與蘇煥智有一定的聯繫，她知道今天蘇要宣布參選，很敬佩蘇的思考與決心，蘇煥智是很有改革看法，也很憂心台灣前途。祝福蘇心想事成。參選台北市長人選，民進黨應考慮開放一段時間，讓大家各自努力，而非由黨強制決定。 呂秀蓮說，台北市長人選要到最後才決定，過去也有特殊的狀況，特殊的選區，採取開放，她覺得台北市也不妨考慮開放。高雄、台南進行相當長久的黨內競爭，後來好像滿負面的，有點可惜，但我們台北不會，她與他們幾位參選人都是好朋友，不會有這樣的事情發生。 對於民進黨若最終還是要禮讓柯文哲參選，呂秀蓮表示，黨會付出嚴重的代價。 "
